Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,4-ALS-30-AL         ,0.89,0.06,0.3,0.79,429.0,33.71,88.76
Alagoas,4-ALS-30-AL         ,0.88,0.02,0.13,0.63,430.0,14.77,71.59
Alagoas,4-ALS-30-AL         ,0.83,0.01,0.11,0.6,430.0,13.25,72.29
Alagoas,4-ALS-30-AL         ,0.84,0.07,0.29,0.54,428.0,34.52,64.29
Alagoas,4-ALS-30-AL         ,0.92,0.03,0.2,1.44,429.0,21.74,156.52
Alagoas,4-ALS-30-AL         ,0.86,0.05,0.19,0.79,426.0,22.09,91.86
Alagoas,4-ALS-30-AL         ,0.86,0.02,0.19,0.84,429.0,22.09,97.67
Alagoas,4-ALS-30-AL         ,0.88,0.06,0.32,0.85,427.0,36.36,96.59
Alagoas,4-ALS-30-AL         ,0.82,0.03,0.23,0.98,429.0,28.05,119.51
Alagoas,4-ALS-30-AL         ,0.83,0.03,0.27,0.67,429.0,32.53,80.72
Alagoas,4-ALS-30-AL         ,0.83,0.05,0.32,1.94,426.0,38.55,233.73
Alagoas,4-ALS-30-AL         ,0.72,0.03,0.34,0.85,427.0,47.22,118.06
Alagoas,4-ALS-30-AL         ,0.74,0.04,0.52,1.34,429.0,70.27,181.08
Alagoas,4-ALS-30-AL         ,0.64,0.05,0.46,1.02,427.0,71.88,159.38
Alagoas,4-ALS-30-AL         ,0.63,0.06,0.85,1.9,432.0,134.92,301.59
Alagoas,4-ALS-30-AL         ,0.67,0.1,0.79,1.08,431.0,117.91,161.19
Alagoas,4-ALS-30-AL         ,1.05,0.11,2.11,1.2,433.0,200.95,114.29
Alagoas,4-ALS-30-AL         ,2.72,0.63,15.35,0.88,427.0,564.34,32.35
Alagoas,4-ALS-30-AL         ,2.38,0.4,11.84,1.47,428.0,497.48,61.76
Alagoas,4-ALS-30-AL         ,2.36,0.4,10.88,1.05,428.0,461.02,44.49
Alagoas,4-ALS-30-AL         ,1.96,0.26,7.34,1.1,428.0,374.49,56.12
Alagoas,4-ALS-30-AL         ,1.4,0.15,4.09,1.0,431.0,292.14,71.43
Alagoas,4-ALS-30-AL         ,1.34,0.15,3.27,1.87,431.0,244.03,139.55
Alagoas,4-ALS-30-AL         ,1.05,0.14,2.22,1.05,433.0,211.43,100.0
Alagoas,4-ALS-30-AL         ,0.77,0.08,0.87,1.11,431.0,112.99,144.16
Alagoas,4-ALS-30-AL         ,0.64,0.07,0.58,0.82,429.0,90.63,128.13
Alagoas,4-ALS-30-AL         ,0.91,0.13,1.51,0.74,427.0,165.93,81.32
Alagoas,4-ALS-30-AL         ,0.81,0.08,0.95,0.9,432.0,117.28,111.11
Alagoas,4-ALS-30-AL         ,0.69,0.13,0.85,1.07,430.0,123.19,155.07
Alagoas,4-ALS-30-AL         ,0.76,0.06,0.65,0.98,431.0,85.53,128.95
Alagoas,4-ALS-30-AL         ,1.17,0.15,1.39,0.86,434.0,118.8,73.5
Alagoas,4-ALS-30-AL         ,2.09,0.41,4.33,1.14,433.0,207.18,54.55
Alagoas,4-ALS-30-AL         ,1.01,0.21,1.56,0.99,436.0,154.46,98.02
Alagoas,4-ALS-30-AL         ,0.85,0.11,0.91,0.84,436.0,107.06,98.82
Alagoas,4-ALS-30-AL         ,1.91,0.58,6.96,0.92,434.0,364.4,48.17
Alagoas,4-ALS-30-AL         ,1.49,0.39,3.06,0.94,435.0,205.37,63.09
Alagoas,4-ALS-30-AL         ,2.47,0.91,10.06,1.21,434.0,407.29,48.99
Alagoas,4-ALS-30-AL         ,2.34,0.72,10.26,0.96,434.0,438.46,41.03
Alagoas,4-ALS-30-AL         ,1.76,0.57,5.7,0.96,435.0,323.86,54.55
Alagoas,4-ALS-30-AL         ,0.96,0.23,0.61,2.06,432.0,63.54,214.58
Alagoas,4-ALS-30-AL         ,0.8,0.1,0.6,0.92,428.0,75.0,115.0
Alagoas,4-ALS-30-AL         ,0.74,0.09,0.47,1.0,433.0,63.51,135.14
Alagoas,4-ALS-30-AL         ,0.42,,,,,,
Alagoas,4-ALS-30-AL         ,0.54,0.06,0.52,0.48,436.0,96.3,88.89
Alagoas,4-ALS-30-AL         ,3.16,1.59,6.36,1.0,440.0,201.27,31.65
Alagoas,4-ALS-30-AL         ,2.85,1.67,5.89,1.21,440.0,206.67,42.46
Alagoas,4-ALS-30-AL         ,2.7,1.37,7.38,1.23,440.0,273.33,45.56
Alagoas,4-ALS-30-AL         ,4.82,1.23,15.12,1.37,440.0,313.69,28.42
Alagoas,4-ALS-30-AL         ,2.1,0.85,3.81,1.6,436.0,181.43,76.19
Alagoas,4-ALS-30-AL         ,8.27,1.35,30.59,1.29,440.0,369.89,15.6
Alagoas,4-ALS-30-AL         ,1.99,1.28,2.87,1.5,437.0,144.22,75.38
Alagoas,4-ALS-30-AL         ,1.1,0.7,1.19,1.6,438.0,108.18,145.45
Alagoas,4-ALS-30-AL         ,2.24,1.98,3.02,1.3,439.0,134.82,58.04
Alagoas,4-ALS-30-AL         ,2.22,0.42,3.15,1.3,440.0,141.89,58.56
Alagoas,4-ALS-30-AL         ,2.43,0.39,3.63,1.76,438.0,149.38,72.43
Alagoas,4-ALS-30-AL         ,3.57,2.34,6.79,1.64,438.0,190.2,45.94
Alagoas,4-ALS-30-AL         ,2.22,1.36,3.1,1.56,438.0,139.64,70.27
Alagoas,4-ALS-30-AL         ,1.62,1.22,2.11,1.15,440.0,130.25,70.99
Alagoas,4-ALS-30-AL         ,2.28,1.92,3.23,1.4,439.0,141.67,61.4
Alagoas,1-ALS-28-AL         ,0.58,,,,,,
Alagoas,1-ALS-28-AL         ,0.77,,,,,,
Alagoas,1-ALS-28-AL         ,0.62,,,,,,
Alagoas,1-ALS-28-AL         ,0.59,,,,,,
Alagoas,1-ALS-28-AL         ,0.54,,,,,,
Alagoas,1-ALS-28-AL         ,0.58,,,,,,
Alagoas,1-ALS-28-AL         ,0.71,,,,,,
Alagoas,1-ALS-28-AL         ,0.78,,,,,,
Alagoas,1-ALS-28-AL         ,0.68,,,,,,
Alagoas,1-ALS-28-AL         ,0.65,,,,,,
Alagoas,1-ALS-28-AL         ,0.89,,,,,,
Alagoas,1-ALS-28-AL         ,0.81,,,,,,
Alagoas,1-ALS-28-AL         ,0.77,,,,,,
Alagoas,1-ALS-28-AL         ,0.83,,,,,,
Alagoas,1-ALS-28-AL         ,0.78,,,,,,
Alagoas,1-ALS-28-AL         ,0.79,,,,,,
Alagoas,1-ALS-28-AL         ,0.81,,,,,,
Alagoas,1-ALS-28-AL         ,0.89,,,,,,
Alagoas,1-ALS-28-AL         ,0.87,,,,,,
Alagoas,1-ALS-28-AL         ,0.85,,,,,,
Alagoas,1-ALS-28-AL         ,0.8,,,,,,
Alagoas,1-ALS-28-AL         ,0.84,,,,,,
Alagoas,1-ALS-28-AL         ,0.78,,,,,,
Alagoas,1-ALS-28-AL         ,0.71,,,,,,
Alagoas,1-ALS-28-AL         ,0.77,,,,,,
Alagoas,1-ALS-28-AL         ,0.76,,,,,,
Alagoas,1-ALS-28-AL         ,0.75,,,,,,
Alagoas,1-ALS-28-AL         ,0.73,,,,,,
Alagoas,1-ALS-28-AL         ,0.78,,,,,,
Alagoas,1-ALS-28-AL         ,0.67,,,,,,
Alagoas,1-ALS-28-AL         ,0.78,,,,,,
Alagoas,1-ALS-28-AL         ,0.06,,,,,,
Alagoas,1-ALS-28-AL         ,0.73,,,,,,
Alagoas,1-ALS-28-AL         ,0.88,,,,,,
Alagoas,1-ALS-28-AL         ,1.12,0.09,1.82,1.96,433.0,162.5,175.0
Alagoas,1-ALS-28-AL         ,1.11,0.38,3.36,2.82,436.0,302.7,254.05
Alagoas,1-ALS-28-AL         ,1.12,0.07,2.43,1.0,439.0,216.96,89.29
Alagoas,1-ALS-28-AL         ,1.08,0.07,2.15,0.91,438.0,199.07,84.26
Alagoas,1-ALS-28-AL         ,1.19,0.1,2.26,1.18,438.0,189.92,99.16
Alagoas,1-ALS-28-AL         ,0.08,,,,,,
Alagoas,1-ALS-28-AL         ,2.22,0.07,12.27,0.75,442.0,552.7,33.78
Alagoas,1-ALS-28-AL         ,0.28,,,,,,
Alagoas,1-ALS-28-AL         ,0.87,,,,,,
Alagoas,1-ALS-28-AL         ,0.69,,,,,,
Alagoas,1-ALS-28-AL         ,0.96,0.1,3.85,0.72,441.0,401.04,75.0
Alagoas,1-ALS-28-AL         ,0.97,0.11,3.69,1.15,435.0,380.41,118.56
Alagoas,1-ALS-28-AL         ,0.84,,,,,,
Alagoas,1-ALS-28-AL         ,0.74,,,,,,
Alagoas,1-ALS-28-AL         ,0.87,,,,,,
Alagoas,1-ALS-28-AL         ,1.12,0.14,3.8,1.28,438.0,339.29,114.29
Alagoas,1-ALS-28-AL         ,0.76,,,,,,
Alagoas,1-ALS-28-AL         ,1.03,0.2,3.51,1.12,440.0,340.78,108.74
Alagoas,1-ALS-28-AL         ,1.19,0.18,5.17,1.45,440.0,434.45,121.85
Alagoas,1-ALS-28-AL         ,1.5,0.35,8.03,1.37,439.0,535.33,91.33
Alagoas,1-ALS-28-AL         ,1.1,0.17,4.05,1.08,438.0,368.18,98.18
Alagoas,1-ALS-28-AL         ,1.46,0.43,5.44,0.79,442.0,372.6,54.11
Alagoas,1-ALS-28-AL         ,1.48,0.32,5.9,1.07,438.0,398.65,72.3
Alagoas,1-ALS-28-AL         ,0.82,,,,,,
Alagoas,1-ALS-28-AL         ,1.07,0.17,5.12,1.38,436.0,478.5,128.97
Alagoas,1-ALS-28-AL         ,0.7,,,,,,
Alagoas,1-ALS-28-AL         ,0.94,0.23,3.09,1.16,442.0,328.72,123.4
Alagoas,1-ALS-28-AL         ,0.69,,,,,,
Alagoas,1-ALS-28-AL         ,0.65,,,,,,
Alagoas,1-ALS-28-AL         ,0.9,0.23,3.07,0.82,439.0,341.11,91.11
Alagoas,1-ALS-28-AL         ,0.62,,,,,,
Alagoas,1-ALS-28-AL         ,0.66,,,,,,
Alagoas,1-ALS-28-AL         ,0.38,,,,,,
Alagoas,1-ALS-28-AL         ,2.37,0.4,6.16,1.04,441.0,259.92,43.88
Alagoas,1-ALS-28-AL         ,0.86,,,,,,
Alagoas,1-ALS-28-AL         ,0.85,,,,,,
Alagoas,1-ALS-28-AL         ,0.6,,,,,,
Alagoas,1-ALS-28-AL         ,2.31,0.56,5.76,1.09,438.0,249.35,47.19
Alagoas,1-ALS-28-AL         ,0.88,,,,,,
Alagoas,1-ALS-28-AL         ,0.01,,,,,,
Alagoas,1-ALS-26-ALS        ,0.84,0.14,0.57,0.09,443.0,67.86,10.71
Alagoas,1-ALS-26-ALS        ,1.18,0.09,1.14,2.45,430.0,96.61,207.63
Alagoas,1-ALS-26-ALS        ,1.01,0.08,0.86,2.22,431.0,85.15,219.8
Alagoas,1-ALS-26-ALS        ,0.96,0.07,0.78,2.08,431.0,81.25,216.67
Alagoas,1-ALS-26-ALS        ,0.97,0.08,0.78,1.68,427.0,80.41,173.2
Alagoas,1-ALS-26-ALS        ,0.82,0.03,0.63,1.94,429.0,76.83,236.59
Alagoas,1-ALS-26-ALS        ,0.84,0.03,0.51,1.91,429.0,60.71,227.38
Alagoas,1-ALS-26-ALS        ,1.04,0.08,1.09,2.36,430.0,104.81,226.92
Alagoas,1-ALS-26-ALS        ,0.98,0.08,1.07,2.53,432.0,109.18,258.16
Alagoas,1-ALS-26-ALS        ,1.09,0.08,1.05,2.37,433.0,96.33,217.43
Alagoas,1-ALS-26-ALS        ,0.96,0.01,0.62,2.35,428.0,64.58,244.79
Alagoas,1-ALS-26-ALS        ,0.86,0.08,0.84,2.33,430.0,97.67,270.93
Alagoas,1-ALS-26-ALS        ,0.94,0.09,1.05,2.24,429.0,111.7,238.3
Alagoas,1-ALS-26-ALS        ,0.92,0.08,0.9,2.13,428.0,97.83,231.52
Alagoas,1-ALS-26-ALS        ,1.08,0.09,1.11,1.87,431.0,102.78,173.15
Alagoas,1-ALS-26-ALS        ,0.89,0.07,0.84,1.85,431.0,94.38,207.87
Alagoas,1-ALS-26-ALS        ,0.98,0.08,1.11,2.13,430.0,113.27,217.35
Alagoas,1-ALS-26-ALS        ,1.03,0.22,1.56,2.18,431.0,151.46,211.65
Alagoas,1-ALS-26-ALS        ,1.02,0.08,1.19,2.07,433.0,116.67,202.94
Alagoas,1-ALS-26-ALS        ,1.17,0.11,1.41,2.14,434.0,120.51,182.91
Alagoas,1-ALS-26-ALS        ,1.16,0.09,1.24,2.15,433.0,106.9,185.34
Alagoas,1-ALS-26-ALS        ,1.09,0.11,1.19,2.22,431.0,109.17,203.67
Alagoas,1-ALS-26-ALS        ,0.94,0.18,1.18,2.46,430.0,125.53,261.7
Alagoas,1-ALS-26-ALS        ,0.92,0.28,1.01,1.16,432.0,109.78,126.09
Alagoas,1-ALS-26-ALS        ,0.89,0.15,1.09,1.87,430.0,122.47,210.11
Alagoas,1-ALS-26-ALS        ,0.98,0.13,1.12,1.89,432.0,114.29,192.86
Alagoas,1-ALS-26-ALS        ,0.96,0.11,0.92,1.75,432.0,95.83,182.29
Alagoas,1-ALS-26-ALS        ,0.93,0.11,0.95,1.79,433.0,102.15,192.47
Alagoas,1-ALS-26-ALS        ,1.0,0.28,1.32,1.62,432.0,132.0,162.0
Alagoas,1-ALS-26-ALS        ,0.67,,,,,,
Alagoas,1-ALS-26-ALS        ,0.67,,,,,,
Alagoas,1-ALS-26-ALS        ,0.57,,,,,,
Alagoas,1-ALS-26-ALS        ,0.57,,,,,,
Alagoas,1-ALS-26-ALS        ,0.55,,,,,,
Alagoas,1-ALS-26-ALS        ,0.69,,,,,,
Alagoas,1-ALS-26-ALS        ,0.62,,,,,,
Alagoas,1-ALS-26-ALS        ,0.65,,,,,,
Alagoas,1-ALS-26-ALS        ,0.68,,,,,,
Alagoas,1-ALS-26-ALS        ,0.74,,,,,,
Alagoas,1-ALS-26-ALS        ,0.66,,,,,,
Alagoas,1-ALS-26-ALS        ,0.71,,,,,,
Alagoas,1-ALS-26-ALS        ,0.56,,,,,,
Alagoas,1-ALS-26-ALS        ,0.59,,,,,,
Alagoas,1-ALS-26-ALS        ,0.56,,,,,,
Alagoas,1-ALS-26-ALS        ,0.54,,,,,,
Alagoas,1-ALS-26-ALS        ,0.5,,,,,,
Alagoas,1-ALS-26-ALS        ,0.58,,,,,,
Alagoas,1-ALS-26-ALS        ,0.65,,,,,,
Alagoas,1-ALS-26-ALS        ,0.71,,,,,,
Alagoas,1-ALS-26-ALS        ,0.88,0.12,0.63,1.76,431.0,71.59,200.0
Alagoas,1-ALS-26-ALS        ,0.69,,,,,,
Alagoas,1-ALS-26-ALS        ,0.66,,,,,,
Alagoas,1-ALS-26-ALS        ,0.68,,,,,,
Alagoas,1-ALS-26-ALS        ,0.67,,,,,,
Alagoas,1-ALS-26-ALS        ,0.8,0.12,0.61,2.0,429.0,76.25,250.0
Alagoas,1-ALS-26-ALS        ,0.64,,,,,,
Alagoas,1-ALS-26-ALS        ,0.61,,,,,,
Alagoas,1-ALS-26-ALS        ,0.51,,,,,,
Alagoas,1-ALS-26-ALS        ,0.52,,,,,,
Alagoas,1-ALS-26-ALS        ,0.66,,,,,,
Alagoas,1-ALS-26-ALS        ,0.78,,,,,,
Alagoas,1-ALS-26-ALS        ,0.72,,,,,,
Alagoas,1-ALS-26-ALS        ,0.86,0.26,0.88,2.29,430.0,102.33,266.28
Alagoas,1-ALS-26-ALS        ,0.6,,,,,,
Alagoas,1-ALS-26-ALS        ,0.76,,,,,,
Alagoas,1-ALS-26-ALS        ,0.75,,,,,,
Alagoas,1-ALS-26-ALS        ,0.69,,,,,,
Alagoas,1-ALS-26-ALS        ,0.52,,,,,,
Alagoas,1-ALS-26-ALS        ,0.62,,,,,,
Alagoas,1-ALS-26-ALS        ,0.64,,,,,,
Alagoas,1-ALS-26-ALS        ,0.49,,,,,,
Alagoas,1-ALS-26-ALS        ,0.5,,,,,,
Alagoas,1-ALS-26-ALS        ,0.52,,,,,,
Alagoas,1-ALS-26-ALS        ,0.46,,,,,,
Alagoas,1-ALS-26-ALS        ,0.69,,,,,,
Alagoas,1-ALS-26-ALS        ,0.71,,,,,,
Alagoas,1-ALS-26-ALS        ,0.57,,,,,,
Alagoas,1-ALS-26-ALS        ,0.42,,,,,,
Alagoas,1-ALS-26-ALS        ,0.58,,,,,,
Alagoas,1-ALS-26-ALS        ,0.59,,,,,,
Alagoas,1-ALS-26-ALS        ,0.57,,,,,,
Alagoas,1-ALS-26-ALS        ,0.61,,,,,,
Alagoas,1-ALS-26-ALS        ,0.52,,,,,,
Alagoas,1-ALS-26-ALS        ,0.57,,,,,,
Alagoas,1-ALS-26-ALS        ,0.8,0.11,0.49,1.36,434.0,61.25,170.0
Alagoas,1-ALS-26-ALS        ,0.73,,,,,,
Alagoas,1-ALS-26-ALS        ,0.64,,,,,,
Alagoas,1-ALS-26-ALS        ,0.68,,,,,,
Alagoas,1-ALS-26-ALS        ,0.81,0.21,0.65,1.27,441.0,80.25,156.79
Alagoas,1-ALS-26-ALS        ,0.98,0.28,0.87,1.9,439.0,88.78,193.88
Alagoas,1-ALS-26-ALS        ,1.22,0.37,1.08,1.49,441.0,88.52,122.13
Alagoas,1-ALS-26-ALS        ,1.03,0.38,0.97,1.33,440.0,94.17,129.13
Alagoas,1-ALS-26-ALS        ,0.64,,,,,,
Alagoas,1-ALS-26-ALS        ,0.88,0.25,0.78,1.1,437.0,88.64,125.0
Alagoas,1-ALS-26-ALS        ,0.76,,,,,,
Alagoas,1-ALS-26-ALS        ,0.69,,,,,,
Alagoas,1-ALS-26-ALS        ,0.84,0.13,0.76,1.24,441.0,90.48,147.62
Alagoas,1-ALS-26-ALS        ,0.83,0.24,1.06,1.4,442.0,127.71,168.67
Alagoas,1-ALS-26-ALS        ,0.28,,,,,,
Alagoas,1-ALS-26-ALS        ,0.9,1.1,1.87,1.37,441.0,207.78,152.22
Alagoas,1-ALS-26-ALS        ,0.93,0.24,0.8,1.35,440.0,86.02,145.16
Alagoas,1-ALS-26-ALS        ,0.82,0.15,0.63,0.41,445.0,76.83,50.0
Alagoas,1-ALS-26-ALS        ,0.92,0.12,0.56,0.22,444.0,60.87,23.91
Alagoas,1-ALS-27-AL         ,1.25,1.3,0.76,1.09,426.0,60.8,87.2
Alagoas,1-ALS-27-AL         ,1.35,1.28,0.83,1.29,432.0,61.48,95.56
Alagoas,1-ALS-27-AL         ,1.37,1.53,0.96,1.0,427.0,70.07,72.99
Alagoas,1-ALS-27-AL         ,1.27,1.58,0.79,1.2,430.0,62.2,94.49
Alagoas,1-ALS-27-AL         ,1.5,1.49,0.88,1.18,430.0,58.67,78.67
Alagoas,1-ALS-27-AL         ,1.25,1.38,0.58,1.54,427.0,46.4,123.2
Alagoas,1-ALS-27-AL         ,1.19,0.81,0.59,1.74,427.0,49.58,146.22
Alagoas,1-ALS-27-AL         ,1.35,0.69,0.98,2.08,429.0,72.59,154.07
Alagoas,1-ALS-27-AL         ,1.31,0.7,0.84,2.43,429.0,64.12,185.5
Alagoas,1-ALS-27-AL         ,1.34,0.59,1.03,2.56,430.0,76.87,191.04
Alagoas,1-ALS-27-AL         ,1.45,0.49,1.4,2.66,431.0,96.55,183.45
Alagoas,1-ALS-27-AL         ,1.08,0.44,0.62,1.89,429.0,57.41,175.0
Alagoas,1-ALS-27-AL         ,1.14,0.5,0.44,0.73,406.0,38.6,64.04
Alagoas,1-ALS-27-AL         ,0.97,0.63,0.44,0.69,,45.36,71.13
Alagoas,1-ALS-27-AL         ,0.94,0.56,0.46,2.09,422.0,48.94,222.34
Alagoas,1-ALS-27-AL         ,1.0,0.48,0.57,1.38,419.0,57.0,138.0
Alagoas,1-ALS-27-AL         ,0.93,0.55,0.64,1.94,424.0,68.82,208.6
Alagoas,1-ALS-27-AL         ,0.92,0.6,0.33,1.88,430.0,35.87,204.35
Alagoas,1-ALS-27-AL         ,0.74,,,,,,
Alagoas,1-ALS-27-AL         ,0.74,,,,,,
Alagoas,1-ALS-27-AL         ,0.68,,,,,,
Alagoas,1-ALS-27-AL         ,0.65,,,,,,
Alagoas,1-ALS-27-AL         ,0.78,,,,,,
Alagoas,1-ALS-27-AL         ,0.83,,,,,,
Alagoas,1-ALS-27-AL         ,0.89,,,,,,
Alagoas,1-ALS-27-AL         ,0.72,,,,,,
Alagoas,1-ALS-27-AL         ,0.8,,,,,,
Alagoas,1-ALS-27-AL         ,0.65,,,,,,
Alagoas,1-ALS-27-AL         ,0.81,,,,,,
Alagoas,1-ALS-27-AL         ,0.8,,,,,,
Alagoas,1-ALS-27-AL         ,0.84,,,,,,
Alagoas,1-ALS-27-AL         ,0.83,,,,,,
Alagoas,1-ALS-27-AL         ,0.74,,,,,,
Alagoas,1-ALS-27-AL         ,0.87,,,,,,
Alagoas,1-ALS-27-AL         ,0.7,,,,,,
Alagoas,1-ALS-27-AL         ,0.64,,,,,,
Alagoas,1-ALS-27-AL         ,0.7,,,,,,
Alagoas,1-ALS-27-AL         ,0.91,0.59,0.56,1.89,421.0,61.54,207.69
Alagoas,1-ALS-27-AL         ,0.75,,,,,,
Alagoas,1-ALS-27-AL         ,0.75,,,,,,
Alagoas,1-ALS-27-AL         ,0.75,,,,,,
Alagoas,1-ALS-27-AL         ,0.76,,,,,,
Alagoas,1-ALS-27-AL         ,0.63,,,,,,
Alagoas,1-ALS-27-AL         ,0.77,,,,,,
Alagoas,1-ALS-27-AL         ,0.77,,,,,,
Alagoas,1-ALS-27-AL         ,0.72,,,,,,
Alagoas,1-ALS-27-AL         ,0.64,,,,,,
Alagoas,1-ALS-27-AL         ,0.7,,,,,,
Alagoas,1-ALS-27-AL         ,0.81,,,,,,
Alagoas,1-ALS-27-AL         ,0.78,,,,,,
Alagoas,1-ALS-27-AL         ,0.61,,,,,,
Alagoas,1-ALS-27-AL         ,0.58,,,,,,
Alagoas,1-ALS-27-AL         ,0.55,,,,,,
Alagoas,1-ALS-27-AL         ,0.74,,,,,,
Alagoas,1-ALS-27-AL         ,0.61,,,,,,
Alagoas,1-ALS-27-AL         ,0.58,,,,,,
Alagoas,1-ALS-27-AL         ,0.42,,,,,,
Alagoas,1-ALS-27-AL         ,4.1,1.32,20.33,2.29,431.0,495.85,55.85
Alagoas,1-ALS-27-AL         ,2.21,1.05,8.82,1.7,434.0,399.1,76.92
Alagoas,1-ALS-27-AL         ,1.26,0.3,3.61,1.91,434.0,286.51,151.59
Alagoas,1-ALS-27-AL         ,1.1,0.12,1.72,2.02,438.0,156.36,183.64
Alagoas,1-ALS-27-AL         ,0.42,,,,,,
Alagoas,1-ALS-27-AL         ,0.39,,,,,,
Alagoas,1-ALS-27-AL         ,0.42,,,,,,
Alagoas,1-ALS-27-AL         ,0.52,,,,,,
Alagoas,1-ALS-27-AL         ,0.17,,,,,,
Alagoas,1-ALS-27-AL         ,0.36,0.07,0.16,1.3,442.0,44.44,361.11
Alagoas,1-ALS-27-AL         ,1.34,0.68,1.24,1.21,449.0,92.54,90.3
Alagoas,1-ALS-27-AL         ,0.72,,,,,,
Alagoas,1-ALS-23-AL         ,0.99,0.35,0.71,1.16,429.0,71.72,117.17
Alagoas,1-ALS-23-AL         ,1.23,0.17,1.01,0.79,434.0,82.11,64.23
Alagoas,1-ALS-23-AL         ,1.19,0.04,1.1,0.73,434.0,92.44,61.34
Alagoas,1-ALS-23-AL         ,1.14,0.02,1.11,0.7,431.0,97.37,61.4
Alagoas,1-ALS-23-AL         ,1.25,0.03,1.19,0.81,432.0,95.2,64.8
Alagoas,1-ALS-23-AL         ,1.33,0.08,1.26,0.4,433.0,94.74,30.08
Alagoas,1-ALS-23-AL         ,1.23,0.03,1.24,0.4,430.0,100.81,32.52
Alagoas,1-ALS-23-AL         ,1.33,0.13,1.38,0.36,432.0,103.76,27.07
Alagoas,1-ALS-23-AL         ,1.38,0.75,1.36,0.85,433.0,98.55,61.59
Alagoas,1-ALS-23-AL         ,1.33,0.73,1.39,0.94,432.0,104.51,70.68
Alagoas,1-ALS-23-AL         ,1.44,0.34,1.39,0.48,431.0,96.53,33.33
Alagoas,1-ALS-23-AL         ,1.32,1.74,1.49,0.91,431.0,112.88,68.94
Alagoas,1-ALS-23-AL         ,0.96,0.14,0.65,0.42,431.0,67.71,43.75
Alagoas,1-ALS-23-AL         ,0.99,0.1,0.77,0.66,432.0,77.78,66.67
Alagoas,1-ALS-23-AL         ,0.99,0.14,1.09,1.79,433.0,110.1,180.81
Alagoas,1-ALS-23-AL         ,0.99,0.03,0.98,0.79,432.0,98.99,79.8
Alagoas,1-ALS-23-AL         ,0.56,,,,,,
Alagoas,1-ALS-23-AL         ,0.68,,,,,,
Alagoas,1-ALS-23-AL         ,0.43,,,,,,
Alagoas,1-ALS-23-AL         ,0.67,,,,,,
Alagoas,1-ALS-23-AL         ,0.61,,,,,,
Alagoas,1-ALS-23-AL         ,0.51,,,,,,
Alagoas,1-ALS-23-AL         ,0.65,,,,,,
Alagoas,1-ALS-23-AL         ,0.58,,,,,,
Alagoas,1-ALS-23-AL         ,0.57,,,,,,
Alagoas,1-ALS-23-AL         ,0.49,,,,,,
Alagoas,1-ALS-23-AL         ,0.55,,,,,,
Alagoas,1-ALS-23-AL         ,0.57,,,,,,
Alagoas,1-ALS-23-AL         ,0.61,,,,,,
Alagoas,1-ALS-23-AL         ,0.58,,,,,,
Alagoas,1-ALS-23-AL         ,0.64,,,,,,
Alagoas,1-ALS-23-AL         ,0.67,,,,,,
Alagoas,1-ALS-23-AL         ,0.58,,,,,,
Alagoas,1-ALS-23-AL         ,0.62,,,,,,
Alagoas,1-ALS-23-AL         ,0.65,,,,,,
Alagoas,1-ALS-23-AL         ,0.58,,,,,,
Alagoas,1-ALS-23-AL         ,0.62,,,,,,
Alagoas,1-ALS-23-AL         ,0.63,,,,,,
Alagoas,1-ALS-23-AL         ,0.61,,,,,,
Alagoas,1-ALS-23-AL         ,0.63,,,,,,
Alagoas,1-ALS-23-AL         ,0.75,,,,,,
Alagoas,1-ALS-23-AL         ,0.61,,,,,,
Alagoas,1-ALS-23-AL         ,0.74,,,,,,
Alagoas,1-ALS-23-AL         ,0.69,,,,,,
Alagoas,1-ALS-23-AL         ,0.72,,,,,,
Alagoas,1-ALS-23-AL         ,0.8,,,,,,
Alagoas,1-ALS-23-AL         ,0.77,,,,,,
Alagoas,1-ALS-23-AL         ,0.65,,,,,,
Alagoas,1-ALS-23-AL         ,1.47,1.01,5.03,3.45,440.0,342.18,234.69
Alagoas,1-ALS-23-AL         ,0.67,,,,,,
Alagoas,1-ALS-23-AL         ,0.73,,,,,,
Alagoas,1-ALS-23-AL         ,0.75,,,,,,
Alagoas,1-ALS-23-AL         ,0.93,0.26,0.76,1.12,431.0,81.72,120.43
Alagoas,1-ALS-23-AL         ,0.96,0.3,0.81,1.43,434.0,84.38,148.96
Alagoas,1-ALS-23-AL         ,0.81,,,,,,
Alagoas,1-ALS-23-AL         ,0.96,0.19,0.62,1.4,432.0,64.58,145.83
Alagoas,1-ALS-23-AL         ,0.74,,,,,,
Alagoas,1-ALS-23-AL         ,0.88,,,,,,
Alagoas,1-ALS-23-AL         ,0.72,,,,,,
Alagoas,1-ALS-23-AL         ,0.8,,,,,,
Alagoas,1-ALS-23-AL         ,0.78,,,,,,
Alagoas,1-ALS-23-AL         ,0.86,,,,,,
Alagoas,1-ALS-23-AL         ,0.97,0.24,1.27,0.97,435.0,130.93,100.0
Alagoas,1-ALS-23-AL         ,0.94,0.24,1.48,1.0,435.0,157.45,106.38
Alagoas,1-ALS-23-AL         ,0.95,0.22,0.78,1.2,433.0,82.11,126.32
Alagoas,1-ALS-23-AL         ,0.74,,,,,,
Alagoas,1-ALS-23-AL         ,0.89,,,,,,
