Bacia,Poço,COT,S1,S2,S3,Tmax,HI,OI
Alagoas,1-ALS-23-AL         ,0.98,0.41,1.54,1.83,435.0,157.14,186.73
Alagoas,1-ALS-23-AL         ,1.85,0.25,1.97,1.77,437.0,106.49,95.68
Alagoas,1-ALS-23-AL         ,2.08,0.43,2.07,1.47,439.0,99.52,70.67
Alagoas,1-ALS-23-AL         ,2.44,0.29,4.22,1.87,440.0,172.95,76.64
Alagoas,1-ALS-23-AL         ,1.47,0.23,1.87,2.08,438.0,127.21,141.5
Alagoas,1-ALS-23-AL         ,1.43,0.19,2.17,1.71,443.0,151.75,119.58
Alagoas,1-ALS-23-AL         ,1.78,0.1,2.59,1.63,443.0,145.51,91.57
Alagoas,1-ALS-23-AL         ,2.15,0.17,3.27,1.47,445.0,152.09,68.37
Alagoas,1-ALS-23-AL         ,2.53,0.13,3.83,1.31,446.0,151.38,51.78
Alagoas,1-ALS-23-AL         ,2.78,0.97,3.19,1.24,445.0,114.75,44.6
Alagoas,1-ALS-23-AL         ,2.77,0.64,3.42,1.61,443.0,123.47,58.12
Alagoas,1-ALS-23-AL         ,1.5,0.7,2.58,1.31,439.0,172.0,87.33
Alagoas,1-ALS-23-AL         ,2.86,1.17,3.84,0.77,442.0,134.27,26.92
Alagoas,1-ALS-23-AL         ,5.51,1.49,7.5,0.96,446.0,136.12,17.42
Alagoas,1-ALS-23-AL         ,1.97,0.54,3.35,0.81,441.0,170.05,41.12
Alagoas,1-ALS-23-AL         ,7.55,0.92,12.61,0.76,445.0,167.02,10.07
Alagoas,1-ALS-23-AL         ,4.0,0.64,6.28,1.38,446.0,157.0,34.5
Alagoas,1-ALS-23-AL         ,2.72,0.69,5.12,1.98,444.0,188.24,72.79
Alagoas,1-ALS-23-AL         ,2.6,1.03,6.35,1.9,445.0,244.23,73.08
Alagoas,1-ALS-23-AL         ,3.51,0.74,5.28,1.79,444.0,150.43,51.0
Alagoas,1-ALS-23-AL         ,2.02,1.14,6.14,2.05,445.0,303.96,101.49
Alagoas,1-ALS-23-AL         ,3.99,0.76,5.15,1.03,444.0,129.07,25.81
Alagoas,1-ALS-23-AL         ,2.35,0.72,8.0,2.03,447.0,340.43,86.38
Alagoas,1-ALS-23-AL         ,1.46,1.03,6.41,1.95,445.0,439.04,133.56
Alagoas,1-ALS-23-AL         ,1.29,1.06,4.35,1.78,437.0,337.21,137.98
Alagoas,1-ALS-23-AL         ,2.01,1.01,5.51,1.66,444.0,274.13,82.59
Alagoas,1-ALS-23-AL         ,3.26,0.71,4.69,1.43,443.0,143.87,43.87
Alagoas,1-ALS-23-AL         ,2.14,0.68,4.12,1.87,444.0,192.52,87.38
Alagoas,1-ALS-23-AL         ,3.02,0.61,4.83,1.67,445.0,159.93,55.3
Alagoas,1-ALS-23-AL         ,2.95,0.47,3.89,1.13,447.0,131.86,38.31
Alagoas,1-ALS-23-AL         ,2.33,0.71,5.57,1.3,445.0,239.06,55.79
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.88,,,,,,
Alagoas,4-ALS-39-AL         ,0.65,,,,,,
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.77,,,,,,
Alagoas,4-ALS-39-AL         ,0.89,,,,,,
Alagoas,4-ALS-39-AL         ,0.89,,,,,,
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.79,,,,,,
Alagoas,4-ALS-39-AL         ,0.9,0.06,0.63,0.94,420.0,70.0,104.44
Alagoas,4-ALS-39-AL         ,1.65,0.17,1.71,1.37,427.0,103.64,83.03
Alagoas,4-ALS-39-AL         ,1.67,0.12,1.86,1.2,427.0,111.38,71.86
Alagoas,4-ALS-39-AL         ,1.36,0.03,1.14,1.63,428.0,83.82,119.85
Alagoas,4-ALS-39-AL         ,0.93,0.06,0.94,1.23,424.0,101.08,132.26
Alagoas,4-ALS-39-AL         ,0.94,0.03,0.55,1.17,422.0,58.51,124.47
Alagoas,4-ALS-39-AL         ,1.17,0.05,0.82,1.35,429.0,70.09,115.38
Alagoas,4-ALS-39-AL         ,1.33,0.04,0.96,1.1,428.0,72.18,82.71
Alagoas,4-ALS-39-AL         ,1.28,0.04,0.99,1.33,425.0,77.34,103.91
Alagoas,4-ALS-39-AL         ,1.16,0.05,1.01,1.24,429.0,87.07,106.9
Alagoas,4-ALS-39-AL         ,0.92,0.03,0.72,1.08,427.0,78.26,117.39
Alagoas,4-ALS-39-AL         ,0.96,0.02,0.57,0.87,426.0,59.38,90.63
Alagoas,4-ALS-39-AL         ,1.02,0.03,0.76,0.94,426.0,74.51,92.16
Alagoas,4-ALS-39-AL         ,0.97,0.02,0.64,0.94,425.0,65.98,96.91
Alagoas,4-ALS-39-AL         ,0.95,,0.56,0.79,427.0,58.95,83.16
Alagoas,4-ALS-39-AL         ,1.11,0.04,0.8,0.86,430.0,72.07,77.48
Alagoas,4-ALS-39-AL         ,1.05,0.02,0.65,0.84,430.0,61.9,80.0
Alagoas,4-ALS-39-AL         ,0.77,,,,,,
Alagoas,4-ALS-39-AL         ,0.64,,,,,,
Alagoas,4-ALS-39-AL         ,0.6,,,,,,
Alagoas,4-ALS-39-AL         ,0.56,,,,,,
Alagoas,4-ALS-39-AL         ,0.6,,,,,,
Alagoas,4-ALS-39-AL         ,0.61,,,,,,
Alagoas,4-ALS-39-AL         ,0.58,,,,,,
Alagoas,4-ALS-39-AL         ,0.5,,,,,,
Alagoas,4-ALS-39-AL         ,0.55,,,,,,
Alagoas,4-ALS-39-AL         ,0.52,,,,,,
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,4-ALS-39-AL         ,0.7,,,,,,
Alagoas,4-ALS-39-AL         ,0.54,,,,,,
Alagoas,4-ALS-39-AL         ,0.64,,,,,,
Alagoas,4-ALS-39-AL         ,0.8,,,,,,
Alagoas,4-ALS-39-AL         ,0.7,,,,,,
Alagoas,4-ALS-39-AL         ,0.97,0.76,1.32,2.09,384.0,136.08,215.46
Alagoas,4-ALS-39-AL         ,0.66,,,,,,
Alagoas,4-ALS-39-AL         ,0.89,,,,,,
Alagoas,4-ALS-39-AL         ,0.78,,,,,,
Alagoas,4-ALS-39-AL         ,0.93,0.08,0.5,1.93,424.0,53.76,207.53
Alagoas,4-ALS-39-AL         ,0.85,,,,,,
Alagoas,4-ALS-39-AL         ,0.94,0.04,0.36,2.86,427.0,38.3,304.26
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.88,,,,,,
Alagoas,4-ALS-39-AL         ,0.75,,,,,,
Alagoas,4-ALS-39-AL         ,0.82,,,,,,
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.78,,,,,,
Alagoas,4-ALS-39-AL         ,0.74,,,,,,
Alagoas,4-ALS-39-AL         ,0.81,,,,,,
Alagoas,4-ALS-39-AL         ,0.72,,,,,,
Alagoas,4-ALS-39-AL         ,0.74,,,,,,
Alagoas,4-ALS-39-AL         ,0.72,,,,,,
Alagoas,4-ALS-39-AL         ,0.79,,,,,,
Alagoas,4-ALS-39-AL         ,0.89,,,,,,
Alagoas,4-ALS-39-AL         ,0.94,0.25,0.69,1.22,427.0,73.4,129.79
Alagoas,4-ALS-39-AL         ,1.03,0.1,0.8,2.74,434.0,77.67,266.02
Alagoas,4-ALS-39-AL         ,0.82,,,,,,
Alagoas,4-ALS-39-AL         ,0.93,0.2,0.96,1.47,435.0,103.23,158.06
Alagoas,4-ALS-39-AL         ,0.91,0.17,0.76,1.45,431.0,83.52,159.34
Alagoas,4-ALS-39-AL         ,0.67,,,,,,
Alagoas,4-ALS-39-AL         ,0.72,,,,,,
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,4-ALS-39-AL         ,0.58,,,,,,
Alagoas,4-ALS-39-AL         ,0.81,,,,,,
Alagoas,4-ALS-39-AL         ,0.97,0.43,3.16,1.39,436.0,325.77,143.3
Alagoas,4-ALS-39-AL         ,2.04,0.54,4.71,2.17,438.0,230.88,106.37
Alagoas,4-ALS-39-AL         ,1.01,0.33,2.56,1.92,439.0,253.47,190.1
Alagoas,4-ALS-39-AL         ,1.8,0.39,6.35,1.65,436.0,352.78,91.67
Alagoas,4-ALS-39-AL         ,1.08,0.33,2.63,1.4,436.0,243.52,129.63
Alagoas,4-ALS-39-AL         ,1.48,0.92,4.11,1.75,436.0,277.7,118.24
Alagoas,4-ALS-39-AL         ,1.89,0.54,9.24,1.55,439.0,488.89,82.01
Alagoas,4-ALS-39-AL         ,1.28,0.43,4.92,1.45,440.0,384.38,113.28
Alagoas,4-ALS-39-AL         ,1.32,0.41,6.48,1.69,441.0,490.91,128.03
Alagoas,4-ALS-39-AL         ,1.97,0.45,10.4,1.71,440.0,527.92,86.8
Alagoas,4-ALS-39-AL         ,0.55,,,,,,
Alagoas,4-ALS-39-AL         ,0.56,,,,,,
Alagoas,4-ALS-39-AL         ,1.02,0.61,3.87,1.46,443.0,379.41,143.14
Alagoas,4-ALS-39-AL         ,1.49,0.43,6.56,1.78,440.0,440.27,119.46
Alagoas,4-ALS-39-AL         ,1.24,0.64,4.92,1.75,440.0,396.77,141.13
Alagoas,4-ALS-39-AL         ,1.67,0.5,7.78,1.6,441.0,465.87,95.81
Alagoas,4-ALS-39-AL         ,1.39,0.46,6.66,1.46,440.0,479.14,105.04
Alagoas,4-ALS-39-AL         ,2.12,1.51,9.5,1.64,439.0,448.11,77.36
Alagoas,4-ALS-39-AL         ,1.09,0.54,3.91,1.66,441.0,358.72,152.29
Alagoas,4-ALS-39-AL         ,0.82,,,,,,
Alagoas,4-ALS-39-AL         ,0.98,0.65,4.21,1.48,443.0,429.59,151.02
Alagoas,4-ALS-39-AL         ,1.0,0.98,3.36,1.77,443.0,336.0,177.0
Alagoas,4-ALS-39-AL         ,0.81,,,,,,
Alagoas,4-ALS-39-AL         ,0.92,0.62,2.79,1.95,445.0,303.26,211.96
Alagoas,4-ALS-39-AL         ,0.75,,,,,,
Alagoas,4-ALS-39-AL         ,0.5,,,,,,
Alagoas,4-ALS-39-AL         ,0.71,,,,,,
Alagoas,4-ALS-39-AL         ,0.88,,,,,,
Alagoas,4-ALS-39-AL         ,0.42,,,,,,
Alagoas,4-ALS-39-AL         ,0.8,,,,,,
Alagoas,4-ALS-39-AL         ,0.85,,,,,,
Alagoas,4-ALS-39-AL         ,0.86,,,,,,
Alagoas,4-ALS-39-AL         ,1.09,0.61,1.8,1.43,443.0,165.14,131.19
Alagoas,4-ALS-39-AL         ,0.54,,,,,,
Alagoas,4-ALS-39-AL         ,1.61,0.41,2.37,1.81,447.0,147.2,112.42
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,4-ALS-39-AL         ,0.39,,,,,,
Alagoas,4-ALS-39-AL         ,0.8,,,,,,
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,4-ALS-39-AL         ,0.62,,,,,,
Alagoas,1-ALS-33-AL         ,1.15,0.95,1.71,1.81,433.0,148.7,157.39
Alagoas,1-ALS-33-AL         ,0.9,0.15,0.33,1.76,434.0,36.67,195.56
Alagoas,1-ALS-33-AL         ,1.01,0.69,1.88,2.05,435.0,186.14,202.97
Alagoas,1-ALS-33-AL         ,1.07,1.06,1.62,1.63,435.0,151.4,152.34
Alagoas,1-ALS-33-AL         ,1.01,0.26,1.57,1.15,432.0,155.45,113.86
Alagoas,1-ALS-33-AL         ,0.95,0.2,1.42,1.72,436.0,149.47,181.05
Alagoas,1-ALS-33-AL         ,0.95,0.3,1.42,1.89,435.0,149.47,198.95
Alagoas,1-ALS-33-AL         ,0.92,0.34,0.38,1.95,432.0,41.3,211.96
Alagoas,1-ALS-33-AL         ,0.89,,,,,,
Alagoas,1-ALS-33-AL         ,0.94,0.07,1.14,1.56,430.0,121.28,165.96
Alagoas,1-ALS-33-AL         ,1.01,0.19,1.32,1.83,432.0,130.69,181.19
Alagoas,1-ALS-33-AL         ,1.0,0.07,1.24,1.59,428.0,124.0,159.0
Alagoas,1-ALS-33-AL         ,1.08,0.4,1.87,1.7,429.0,173.15,157.41
Alagoas,1-ALS-33-AL         ,0.97,0.02,0.87,1.68,428.0,89.69,173.2
Alagoas,1-ALS-33-AL         ,0.93,,0.59,2.11,430.0,63.44,226.88
Alagoas,1-ALS-33-AL         ,0.92,,0.54,1.9,429.0,58.7,206.52
Alagoas,1-ALS-33-AL         ,0.83,,,,,,
Alagoas,1-ALS-33-AL         ,0.77,,,,,,
Alagoas,1-ALS-33-AL         ,0.72,,,,,,
Alagoas,1-ALS-33-AL         ,0.75,,,,,,
Alagoas,1-ALS-33-AL         ,0.8,,,,,,
Alagoas,1-ALS-33-AL         ,0.73,,,,,,
Alagoas,1-ALS-33-AL         ,0.74,,,,,,
Alagoas,1-ALS-33-AL         ,0.75,,,,,,
Alagoas,1-ALS-33-AL         ,0.78,,,,,,
Alagoas,1-ALS-33-AL         ,0.81,,,,,,
Alagoas,1-ALS-33-AL         ,0.76,,,,,,
Alagoas,1-ALS-33-AL         ,0.86,,,,,,
Alagoas,1-ALS-33-AL         ,0.82,,,,,,
Alagoas,1-ALS-33-AL         ,0.93,,0.59,0.69,431.0,63.44,74.19
Alagoas,1-ALS-33-AL         ,0.88,,,,,,
Alagoas,1-ALS-33-AL         ,0.94,0.01,0.6,0.74,436.0,63.83,78.72
Alagoas,1-ALS-33-AL         ,0.88,,,,,,
Alagoas,1-ALS-33-AL         ,1.02,,0.79,0.63,432.0,77.45,61.76
Alagoas,1-ALS-33-AL         ,0.8,,,,,,
Alagoas,1-ALS-33-AL         ,0.86,,,,,,
Alagoas,1-ALS-33-AL         ,0.84,,,,,,
Alagoas,1-ALS-33-AL         ,0.86,,,,,,
Alagoas,1-ALS-33-AL         ,0.98,,0.65,0.72,431.0,66.33,73.47
Alagoas,1-ALS-33-AL         ,0.84,,,,,,
Alagoas,1-ALS-33-AL         ,1.03,0.01,0.84,1.1,430.0,81.55,106.8
Alagoas,1-ALS-33-AL         ,0.93,0.02,0.72,1.08,428.0,77.42,116.13
Alagoas,1-ALS-33-AL         ,0.87,,,,,,
Alagoas,1-ALS-33-AL         ,0.84,,,,,,
Alagoas,1-ALS-33-AL         ,0.88,,,,,,
Alagoas,1-ALS-33-AL         ,1.01,0.02,1.16,1.19,433.0,114.85,117.82
Alagoas,1-ALS-33-AL         ,0.94,0.01,0.81,1.02,435.0,86.17,108.51
Alagoas,1-ALS-33-AL         ,1.0,0.02,0.88,1.3,433.0,88.0,130.0
Alagoas,1-ALS-33-AL         ,0.87,,,,,,
Alagoas,1-ALS-33-AL         ,0.99,0.44,1.63,1.55,433.0,164.65,156.57
Alagoas,1-ALS-33-AL         ,0.92,0.61,1.46,1.24,428.0,158.7,134.78
Alagoas,1-ALS-33-AL         ,0.86,,,,,,
Alagoas,1-ALS-33-AL         ,0.93,1.3,1.25,0.9,432.0,134.41,96.77
Alagoas,1-ALS-33-AL         ,0.78,,,,,,
Alagoas,1-ALS-33-AL         ,0.69,,,,,,
Alagoas,1-ALS-33-AL         ,0.73,,,,,,
Alagoas,1-ALS-33-AL         ,0.94,1.59,1.97,1.5,,209.57,159.57
Alagoas,1-ALS-33-AL         ,0.92,1.61,2.69,1.69,,292.39,183.7
Alagoas,1-ALS-33-AL         ,0.62,,,,,,
Alagoas,1-ALS-33-AL         ,0.63,,,,,,
Alagoas,1-ALS-33-AL         ,0.74,,,,,,
Alagoas,1-ALS-33-AL         ,0.88,,,,,,
Alagoas,1-ALS-33-AL         ,0.77,,,,,,
Alagoas,1-ALS-33-AL         ,0.72,,,,,,
Alagoas,1-ALS-33-AL         ,1.23,0.86,1.36,1.21,434.0,110.57,98.37
Alagoas,1-ALS-33-AL         ,0.92,0.85,1.78,1.65,,193.48,179.35
Alagoas,1-ALS-33-AL         ,1.02,1.02,1.84,1.39,434.0,180.39,136.27
Alagoas,1-ALS-33-AL         ,1.2,0.73,2.28,1.47,435.0,190.0,122.5
Alagoas,1-ALS-33-AL         ,1.17,0.92,3.98,1.09,439.0,340.17,93.16
Alagoas,1-ALS-33-AL         ,0.75,,,,,,
Alagoas,1-ALS-33-AL         ,0.9,0.95,2.57,1.5,439.0,285.56,166.67
Alagoas,1-ALS-33-AL         ,0.89,,,,,,
Alagoas,1-ALS-33-AL         ,0.78,,,,,,
Alagoas,1-ALS-33-AL         ,1.11,1.15,4.08,1.59,436.0,367.57,143.24
Alagoas,1-ALS-33-AL         ,0.94,0.61,3.18,1.59,437.0,338.3,169.15
Alagoas,1-ALS-33-AL         ,0.91,0.66,2.02,1.47,436.0,221.98,161.54
Alagoas,1-ALS-33-AL         ,1.22,0.88,3.6,1.15,436.0,295.08,94.26
Alagoas,1-ALS-33-AL         ,1.33,1.18,4.53,1.1,437.0,340.6,82.71
Alagoas,1-ALS-33-AL         ,1.46,1.09,4.93,1.09,437.0,337.67,74.66
Alagoas,1-ALS-33-AL         ,1.43,1.86,5.4,1.04,436.0,377.62,72.73
Alagoas,1-ALS-33-AL         ,1.3,0.89,5.21,1.27,441.0,400.77,97.69
Alagoas,1-ALS-33-AL         ,1.47,1.87,6.0,1.36,438.0,408.16,92.52
Alagoas,1-ALS-33-AL         ,1.21,0.33,4.08,1.15,440.0,337.19,95.04
Alagoas,1-ALS-33-AL         ,1.2,0.52,6.03,1.56,438.0,502.5,130.0
Alagoas,1-ALS-33-AL         ,0.93,0.74,6.08,1.38,441.0,653.76,148.39
Alagoas,1-ALS-33-AL         ,2.35,1.33,4.9,1.22,441.0,208.51,51.91
Alagoas,1-ALS-33-AL         ,0.56,,,,,,
Alagoas,1-ALS-33-AL         ,0.77,,,,,,
Alagoas,1-ALS-33-AL         ,1.91,1.7,10.1,1.53,442.0,528.8,80.1
Alagoas,1-ALS-33-AL         ,1.55,1.4,8.99,1.33,443.0,580.0,85.81
Alagoas,1-ALS-33-AL         ,1.6,1.18,9.21,1.32,442.0,575.63,82.5
Alagoas,1-ALS-33-AL         ,0.91,0.97,4.63,1.2,442.0,508.79,131.87
Alagoas,1-ALS-33-AL         ,0.64,,,,,,
Alagoas,1-ALS-33-AL         ,0.6,,,,,,
Alagoas,1-ALS-33-AL         ,0.69,,,,,,
Alagoas,1-ALS-33-AL         ,0.7,,,,,,
Alagoas,1-ALS-33-AL         ,0.6,,,,,,
Alagoas,1-ALS-33-AL         ,1.6,1.63,3.97,1.09,442.0,248.13,68.13
Alagoas,1-ALS-33-AL         ,0.77,0.21,2.15,1.0,444.0,279.22,129.87
Alagoas,1-ALS-33-AL         ,0.56,,,,,,
Alagoas,1-ALS-33-AL         ,2.93,0.98,4.56,0.85,443.0,155.63,29.01
Alagoas,1-ALS-33-AL         ,1.19,0.49,1.74,1.14,444.0,146.22,95.8
Alagoas,1-ALS-33-AL         ,0.75,0.33,1.42,1.09,446.0,189.33,145.33
Alagoas,1-ALS-33-AL         ,0.75,,,,,,
Alagoas,1-ALS-33-AL         ,0.7,,,,,,
Alagoas,1-ALS-33-AL         ,0.53,,,,,,
Alagoas,1-ALS-33-AL         ,1.01,1.36,3.99,1.31,447.0,395.05,129.7
Alagoas,1-ALS-33-AL         ,0.66,,,,,,
Alagoas,1-ALS-33-AL         ,0.7,,,,,,
Alagoas,1-ALS-33-AL         ,0.65,,,,,,
Alagoas,1-ALS-33-AL         ,0.62,,,,,,
Alagoas,1-ALS-33-AL         ,0.85,,,,,,
Alagoas,1-ALS-33-AL         ,0.94,0.97,2.14,0.87,453.0,227.66,92.55
Alagoas,1-ALS-33-AL         ,1.61,1.13,2.18,0.93,450.0,135.4,57.76
Alagoas,1-ALS-33-AL         ,1.46,0.73,2.27,1.0,455.0,155.48,68.49
Alagoas,1-ALS-33-AL         ,0.55,,,,,,
Alagoas,1-ALS-33-AL         ,1.12,1.23,2.01,1.12,452.0,179.46,100.0
Alagoas,1-ALS-33-AL         ,0.53,,,,,,
Alagoas,1-ALS-33-AL         ,4.49,1.15,7.02,0.17,450.0,156.35,3.79
Alagoas,1-ALS-33-AL         ,2.33,0.51,3.04,0.25,453.0,130.47,10.73
Alagoas,1-ALS-33-AL         ,8.7,0.81,20.42,0.37,450.0,234.71,4.25
Alagoas,1-ALS-34-AL         ,1.25,0.02,0.56,0.9,435.0,44.8,72.0
Alagoas,1-ALS-34-AL         ,1.09,0.04,0.85,0.35,434.0,77.98,32.11
Alagoas,1-ALS-34-AL         ,1.2,0.02,0.97,0.41,437.0,80.83,34.17
Alagoas,1-ALS-34-AL         ,1.26,0.03,1.02,0.69,438.0,80.95,54.76
Alagoas,1-ALS-34-AL         ,1.15,0.03,0.67,0.55,435.0,58.26,47.83
Alagoas,1-ALS-34-AL         ,1.16,0.02,0.74,0.6,435.0,63.79,51.72
Alagoas,1-ALS-34-AL         ,1.14,0.02,0.92,1.08,438.0,80.7,94.74
Alagoas,1-ALS-34-AL         ,1.08,0.02,0.77,1.12,436.0,71.3,103.7
Alagoas,1-ALS-34-AL         ,0.84,,,,,,
Alagoas,1-ALS-34-AL         ,1.07,0.04,1.39,0.62,436.0,129.91,57.94
Alagoas,1-ALS-34-AL         ,1.34,0.02,1.63,0.52,437.0,121.64,38.81
Alagoas,1-ALS-34-AL         ,0.88,,,,,,
Alagoas,1-ALS-34-AL         ,0.84,,,,,,
Alagoas,1-ALS-34-AL         ,0.78,,,,,,
Alagoas,1-ALS-34-AL         ,0.83,,,,,,
Alagoas,1-ALS-34-AL         ,0.78,,,,,,
Alagoas,1-ALS-34-AL         ,0.61,,,,,,
Alagoas,1-ALS-34-AL         ,0.67,,,,,,
Alagoas,1-ALS-34-AL         ,0.72,,,,,,
Alagoas,1-ALS-34-AL         ,0.79,,,,,,
Alagoas,1-ALS-34-AL         ,0.71,,,,,,
Alagoas,1-ALS-34-AL         ,0.62,,,,,,
Alagoas,1-ALS-34-AL         ,0.57,,,,,,
Alagoas,1-ALS-34-AL         ,0.67,,,,,,
Alagoas,1-ALS-34-AL         ,0.56,,,,,,
Alagoas,1-ALS-34-AL         ,0.65,,,,,,
Alagoas,1-ALS-34-AL         ,0.59,,,,,,
Alagoas,1-ALS-34-AL         ,0.62,,,,,,
Alagoas,1-ALS-34-AL         ,0.75,,,,,,
Alagoas,1-ALS-34-AL         ,0.75,,,,,,
Alagoas,1-ALS-34-AL         ,0.66,,,,,,
Alagoas,1-ALS-34-AL         ,0.59,,,,,,
Alagoas,1-ALS-34-AL         ,0.62,,,,,,
Alagoas,1-ALS-34-AL         ,0.69,,,,,,
Alagoas,1-ALS-34-AL         ,0.58,,,,,,
Alagoas,1-ALS-34-AL         ,0.64,,,,,,
Alagoas,1-ALS-34-AL         ,0.59,,,,,,
Alagoas,1-ALS-34-AL         ,0.59,,,,,,
Alagoas,1-ALS-34-AL         ,0.58,,,,,,
Alagoas,1-ALS-34-AL         ,0.64,,,,,,
Alagoas,1-ALS-34-AL         ,0.6,,,,,,
Alagoas,1-ALS-34-AL         ,0.58,,,,,,
Alagoas,1-ALS-34-AL         ,0.6,,,,,,
Alagoas,1-ALS-34-AL         ,0.59,,,,,,
Alagoas,1-ALS-34-AL         ,0.6,,,,,,
Alagoas,1-ALS-34-AL         ,0.64,,,,,,
Alagoas,1-ALS-34-AL         ,0.66,,,,,,
Alagoas,1-ALS-34-AL         ,0.69,,,,,,
Alagoas,1-ALS-34-AL         ,0.79,,,,,,
Alagoas,1-ALS-34-AL         ,0.75,,,,,,
Alagoas,1-ALS-34-AL         ,0.72,,,,,,
Alagoas,1-ALS-34-AL         ,0.75,,,,,,
Alagoas,1-ALS-34-AL         ,0.73,,,,,,
Alagoas,1-ALS-34-AL         ,0.69,,,,,,
Alagoas,1-ALS-34-AL         ,0.7,,,,,,
Alagoas,1-ALS-34-AL         ,0.68,,,,,,
Alagoas,1-ALS-34-AL         ,0.61,,,,,,
Alagoas,1-ALS-34-AL         ,0.57,,,,,,
Alagoas,1-ALS-34-AL         ,0.64,,,,,,
Alagoas,1-ALS-34-AL         ,0.58,,,,,,
Alagoas,1-ALS-34-AL         ,0.61,,,,,,
Alagoas,1-ALS-34-AL         ,0.67,,,,,,
Alagoas,1-ALS-34-AL         ,0.61,,,,,,
Alagoas,1-ALS-34-AL         ,0.66,,,,,,
Alagoas,1-ALS-34-AL         ,0.58,,,,,,
Alagoas,1-ALS-34-AL         ,0.64,,,,,,
Alagoas,1-ALS-34-AL         ,0.67,,,,,,
Alagoas,1-ALS-34-AL         ,0.7,,,,,,
Alagoas,1-ALS-34-AL         ,0.77,,,,,,
Alagoas,1-ALS-34-AL         ,0.68,,,,,,
Alagoas,1-ALS-34-AL         ,1.19,0.21,0.6,0.55,436.0,50.42,46.22
Alagoas,1-ALS-34-AL         ,0.46,,,,,,
Alagoas,1-ALS-34-AL         ,0.9,1.02,2.71,0.62,446.0,301.11,68.89
Alagoas,1-ALS-34-AL         ,2.98,0.66,21.77,0.73,441.0,730.54,24.5
Alagoas,1-ALS-34-AL         ,1.28,1.03,4.33,0.55,448.0,338.28,42.97
Alagoas,1-ALS-34-AL         ,1.18,0.35,4.42,0.59,446.0,374.58,50.0
Alagoas,1-ALS-34-AL         ,1.26,0.46,3.79,0.57,452.0,300.79,45.24
Alagoas,1-ALS-34-AL         ,1.47,0.25,4.65,0.55,444.0,316.33,37.41
Alagoas,1-ALS-34-AL         ,1.63,1.3,3.89,0.61,454.0,238.65,37.42
Alagoas,1-ALS-34-AL         ,0.54,,,,,,
Alagoas,1-ALS-34-AL         ,0.82,,,,,,
Alagoas,1-ALS-34-AL         ,2.07,0.81,2.86,0.52,449.0,138.16,25.12
Alagoas,1-ALS-34-AL         ,1.34,1.52,4.58,0.65,453.0,341.79,48.51
Alagoas,1-ALS-34-AL         ,1.35,0.69,4.42,0.68,453.0,327.41,50.37
Alagoas,1-ALS-34-AL         ,1.39,0.28,4.53,0.59,451.0,325.9,42.45
Alagoas,1-ALS-34-AL         ,1.27,0.76,2.96,0.57,448.0,233.07,44.88
Alagoas,1-ALS-34-AL         ,1.05,0.27,3.25,0.44,453.0,309.52,41.9
Alagoas,1-ALS-34-AL         ,1.89,1.08,7.51,0.56,451.0,397.35,29.63
Alagoas,1-ALS-34-AL         ,1.14,0.27,3.33,0.39,454.0,292.11,34.21
Alagoas,1-ALS-34-AL         ,1.42,0.61,6.24,0.56,455.0,439.44,39.44
Alagoas,1-ALS-34-AL         ,1.2,0.41,4.05,0.51,455.0,337.5,42.5
Alagoas,1-ALS-34-AL         ,1.44,0.4,4.74,0.51,454.0,329.17,35.42
Alagoas,1-ALS-34-AL         ,1.13,0.86,4.66,0.51,457.0,412.39,45.13
Alagoas,1-ALS-34-AL         ,1.21,0.78,4.39,0.57,451.0,362.81,47.11
Alagoas,1-ALS-34-AL         ,1.21,0.71,5.31,0.41,451.0,438.84,33.88
Alagoas,1-ALS-34-AL         ,1.71,1.35,12.42,0.43,451.0,726.32,25.15
Alagoas,1-ALS-34-AL         ,1.19,0.4,5.37,0.49,452.0,451.26,41.18
Alagoas,1-ALS-34-AL         ,1.39,0.34,6.04,0.45,450.0,434.53,32.37
Alagoas,1-ALS-34-AL         ,1.54,0.36,7.21,0.5,454.0,468.18,32.47
Alagoas,1-ALS-34-AL         ,1.6,0.31,7.99,0.45,451.0,499.37,28.13
Alagoas,1-ALS-34-AL         ,1.48,0.59,6.29,0.5,451.0,425.0,33.78
Alagoas,1-ALS-34-AL         ,1.77,1.23,6.29,0.39,450.0,355.37,22.03
Alagoas,1-ALS-34-AL         ,1.5,0.3,5.49,0.32,448.0,366.0,21.33
