Poço,Profundidade,COT,S1,S2,S3,Tmax,Ro,IH,IO
6-BRSA-486-ESS,3056.00,2.00,1.24,2.50,2.24,293.00,,124.94,111.94
6-BRSA-486-ESS,3074.00,1.37,0.55,1.58,2.14,295.00,,115.58,156.55
6-BRSA-486-ESS,3092.00,1.40,1.04,2.06,2.38,293.00,,146.83,169.64
6-BRSA-486-ESS,3110.00,1.19,0.68,1.66,2.36,290.00,,139.73,198.65
6-BRSA-486-ESS,3128.00,1.16,0.76,1.76,2.28,291.00,,151.20,195.88
6-BRSA-486-ESS,3146.00,1.41,1.25,2.53,2.51,292.00,,179.94,178.52
6-BRSA-486-ESS,3164.00,1.04,0.84,1.74,2.47,290.00,,167.15,237.27
6-BRSA-486-ESS,3182.00,1.21,1.10,2.28,2.72,263.00,,188.12,224.42
6-BRSA-486-ESS,3200.00,1.19,1.01,1.99,2.60,264.00,,167.23,218.49
6-BRSA-486-ESS,3218.00,1.13,0.97,1.87,2.55,291.00,,165.93,226.26
6-BRSA-486-ESS,3236.00,1.12,0.94,2.03,2.43,290.00,,180.61,216.19
6-BRSA-486-ESS,3254.00,1.14,1.12,2.13,3.45,292.00,,186.35,301.84
6-BRSA-486-ESS,3272.00,1.20,1.33,2.54,3.64,292.00,,211.14,302.58
6-BRSA-486-ESS,3290.00,1.19,1.26,2.59,3.38,427.00,,216.92,283.08
6-BRSA-486-ESS,3308.00,1.40,5.05,11.76,17.49,294.00,,841.20,1251.07
6-BRSA-486-ESS,3326.00,1.13,0.58,2.08,4.09,432.00,,184.07,361.95
6-BRSA-486-ESS,3344.00,2.27,3.48,7.46,8.97,294.00,,328.35,394.81
6-BRSA-486-ESS,3380.00,0.78,,,,,,,
6-BRSA-486-ESS,3416.00,0.73,,,,,,,
6-BRSA-486-ESS,3434.00,0.96,0.46,1.58,2.86,432.00,,163.90,296.68
6-BRSA-486-ESS,3452.00,0.40,,,,,,,
6-BRSA-486-ESS,3470.00,0.79,,,,,,,
6-BRSA-486-ESS,3488.00,0.47,,,,,,,
6-BRSA-486-ESS,3506.00,1.11,1.29,2.55,2.14,427.00,,229.94,192.97
6-BRSA-486-ESS,3524.00,0.99,0.41,1.91,2.26,434.00,,193.32,228.74
6-BRSA-486-ESS,3542.00,0.75,,,,,,,
6-BRSA-486-ESS,3560.00,0.72,,,,,,,
6-BRSA-486-ESS,3578.00,1.02,2.68,3.79,3.70,291.00,,372.30,363.46
6-BRSA-486-ESS,3596.00,0.86,,,,,,,
6-BRSA-486-ESS,3614.00,0.95,3.36,4.96,6.40,288.00,,521.01,672.27
6-BRSA-486-ESS,3650.00,0.59,,,,,,,
6-BRSA-486-ESS,3668.00,0.88,,,,,,,
6-BRSA-486-ESS,3686.00,1.00,1.66,2.19,2.81,287.00,,219.66,281.85
6-BRSA-486-ESS,3704.00,0.90,,,,,,,
6-BRSA-486-ESS,3722.00,1.53,2.44,3.99,3.43,290.00,,260.44,223.89
6-BRSA-486-ESS,3740.00,0.88,,,,,,,
6-BRSA-486-ESS,3758.00,1.27,2.07,3.19,2.48,428.00,,250.98,195.12
6-BRSA-486-ESS,3794.00,0.97,6.62,6.95,8.79,289.00,,717.98,908.06
6-BRSA-486-ESS,3812.00,0.65,,,,,,,
6-BRSA-486-ESS,3830.00,0.48,,,,,,,
6-BRSA-486-ESS,3848.00,0.49,,,,,,,
6-BRSA-486-ESS,4136.00,2.01,2.69,4.15,3.42,426.00,,206.78,170.40
6-BRSA-486-ESS,4154.00,1.92,2.69,4.10,3.31,296.00,,213.76,172.58
6-BRSA-486-ESS,4172.00,1.23,2.52,3.30,3.59,296.00,,268.07,291.63
6-BRSA-486-ESS,4208.00,1.19,1.02,2.00,2.23,435.00,,167.64,186.92
6-BRSA-486-ESS,4298.00,0.60,,,,,,,
6-BRSA-486-ESS,4343.00,1.15,2.07,2.79,2.80,294.00,,242.19,243.06
6-BRSA-486-ESS,4361.00,0.92,,,,,,,
6-BRSA-486-ESS,4379.00,0.75,,,,,,,
6-BRSA-486-ESS,4397.00,1.19,1.56,2.47,2.55,294.00,,208.09,214.83
6-BRSA-486-ESS,4415.00,1.31,2.22,3.16,3.24,294.00,,240.85,246.95
6-BRSA-486-ESS,4433.00,1.61,1.72,2.79,2.84,298.00,,173.08,176.18
6-BRSA-486-ESS,4451.00,1.30,2.50,3.56,4.23,296.00,,274.69,326.39
6-BRSA-486-ESS,4487.00,0.75,,,,,,,
6-BRSA-486-ESS,4523.00,0.46,,,,,,,
6-BRSA-486-ESS,4541.00,0.49,,,,,,,
6-BRSA-486-ESS,4559.00,0.70,,,,,,,
6-BRSA-486-ESS,4577.00,1.07,1.55,2.35,2.47,298.00,,219.42,230.63
6-BRSA-486-ESS,4595.00,1.11,1.72,2.64,3.05,296.00,,237.84,274.77
6-BRSA-505P-ESS,3979.00,0.42,,,,,,,
6-BRSA-505P-ESS,3997.00,0.41,,,,,,,
6-BRSA-505P-ESS,4051.00,0.39,,,,,,,
6-BRSA-505P-ESS,4087.00,0.74,,,,,,,
6-BRSA-505P-ESS,4195.00,0.80,,,,,,,
6-BRSA-505P-ESS,4231.00,0.69,,,,,,,
6-BRSA-505P-ESS,4267.00,0.82,,,,,,,
6-BRSA-505P-ESS,4285.00,0.72,,,,,,,
6-BRSA-505P-ESS,4303.00,0.73,,,,,,,
6-BRSA-505P-ESS,4321.00,0.72,,,,,,,
6-BRSA-505P-ESS,4339.00,0.71,,,,,,,
6-BRSA-505P-ESS,4357.00,0.56,,,,,,,
6-BRSA-505P-ESS,4375.00,0.78,,,,,,,
6-BRSA-505P-ESS,4393.00,0.71,,,,,,,
6-BRSA-505P-ESS,4411.00,0.81,,,,,,,
6-BRSA-505P-ESS,4429.00,0.84,,,,,,,
6-BRSA-505P-ESS,4447.00,0.78,,,,,,,
6-BRSA-505P-ESS,4465.00,0.78,,,,,,,
6-BRSA-505P-ESS,4483.00,0.79,,,,,,,
6-BRSA-505P-ESS,4501.00,0.75,,,,,,,
6-BRSA-505P-ESS,4519.00,0.93,0.21,1.04,1.43,440.00,,112.43,154.59
6-BRSA-505P-ESS,4537.00,1.18,0.88,2.23,2.85,430.00,,189.46,242.14
6-BRSA-505P-ESS,4555.00,1.10,0.38,1.63,1.91,436.00,,147.91,173.32
6-BRSA-505P-ESS,4573.00,1.08,0.61,1.86,2.18,434.00,,172.06,201.67
6-BRSA-505P-ESS,4591.00,1.03,0.28,1.10,1.48,440.00,,107.21,144.25
6-BRSA-505P-ESS,4627.00,0.42,,,,,,,
6-BRSA-505P-ESS,4645.00,0.49,,,,,,,
6-BRSA-505P-ESS,4663.00,0.68,,,,,,,
6-BRSA-505P-ESS,4681.00,0.54,,,,,,,
6-BRSA-505P-ESS,4699.00,0.73,,,,,,,
6-BRSA-505P-ESS,4717.00,0.49,,,,,,,
6-BRSA-505P-ESS,4735.00,0.47,,,,,,,
6-BRSA-505P-ESS,4753.00,0.45,,,,,,,
6-BRSA-505P-ESS,4771.00,0.49,,,,,,,
6-BRSA-505P-ESS,4789.00,0.48,,,,,,,
6-BRSA-505P-ESS,4807.00,0.49,,,,,,,
6-BRSA-505P-ESS,4825.00,0.64,,,,,,,
6-BRSA-505P-ESS,4843.00,5.29,3.86,8.30,12.72,411.00,,156.84,240.36
6-BRSA-505P-ESS,4861.00,1.08,1.78,2.62,5.04,410.00,,242.37,466.24
6-BRSA-505P-ESS,4879.00,0.50,,,,,,,
6-BRSA-505P-ESS,4897.00,0.41,,,,,,,
6-BRSA-505P-ESS,4915.00,0.61,,,,,,,
6-BRSA-505P-ESS,4933.00,0.96,0.42,1.27,1.82,443.00,,132.43,189.78
6-BRSA-505P-ESS,4951.00,0.95,0.36,1.12,1.84,442.00,,117.40,192.87
6-BRSA-505P-ESS,4969.00,0.56,,,,,,,
6-BRSA-505P-ESS,4987.00,0.70,,,,,,,
6-BRSA-505P-ESS,5005.00,0.77,,,,,,,
6-BRSA-505P-ESS,5023.00,0.77,,,,,,,
6-BRSA-505P-ESS,5041.00,1.13,0.95,2.49,5.31,419.00,,220.35,469.91
6-BRSA-505P-ESS,5059.00,0.99,0.38,1.43,6.04,421.00,,143.86,607.65
6-BRSA-505P-ESS,5065.00,1.05,1.78,2.20,4.37,430.00,,209.52,416.19
6-BRSA-505P-ESS,5077.00,1.43,3.16,4.64,8.69,420.00,,324.48,607.69
6-BRSA-505P-ESS,5092.00,1.64,3.20,3.57,4.61,419.00,,217.68,281.10
6-BRSA-505P-ESS,5095.00,0.71,,,,,,,
6-BRSA-505P-ESS,5113.00,1.04,0.24,0.95,4.46,429.00,,91.08,427.61
6-BRSA-505P-ESS,5119.00,1.65,1.12,2.62,5.59,430.00,,158.79,338.79
6-BRSA-505P-ESS,5131.00,1.00,0.29,1.03,3.57,424.00,,103.21,357.72
6-BRSA-505P-ESS,5149.00,1.37,3.08,3.98,9.60,288.00,,291.58,703.30
6-BRSA-505P-ESS,5167.00,1.51,2.21,4.01,7.14,419.00,,265.04,471.91
6-BRSA-505P-ESS,5185.00,0.93,0.37,1.67,5.17,423.00,,178.80,553.53
6-BRSA-505P-ESS,5188.00,1.54,0.96,1.91,5.00,432.00,,124.03,324.68
6-BRSA-505P-ESS,5203.00,1.81,0.95,1.85,5.16,425.00,,102.27,285.24
6-BRSA-505P-ESS,5221.00,1.71,2.14,3.69,8.78,416.00,,215.54,512.85
6-BRSA-505P-ESS,5239.00,1.66,2.09,3.59,8.16,414.00,,216.40,491.86
6-BRSA-505P-ESS,5257.00,1.20,1.18,2.67,6.00,413.00,,221.76,498.34
6-BRSA-505P-ESS,5272.00,1.24,1.25,2.02,4.02,408.00,,162.90,324.19
6-BRSA-505P-ESS,5275.00,1.18,0.72,2.23,6.07,415.00,,189.79,516.60
6-BRSA-505P-ESS,5293.00,0.90,0.27,0.98,4.81,421.00,,108.77,533.85
6-BRSA-505P-ESS,5311.00,1.72,3.01,3.29,4.82,409.00,,191.28,280.23
6-BRSA-505P-ESS,5311.00,1.50,1.22,2.85,6.99,413.00,,190.38,466.93
6-BRSA-505P-ESS,5323.00,1.14,0.56,0.85,3.91,439.00,,74.43,342.38
6-BRSA-505P-ESS,5329.00,1.18,1.30,2.74,6.99,412.00,,232.80,593.88
6-BRSA-505P-ESS,5347.00,1.79,6.91,6.62,12.94,423.00,,370.25,723.71
6-BRSA-505P-ESS,5353.00,1.12,1.28,2.39,4.59,415.00,,213.39,409.82
6-BRSA-505P-ESS,5365.00,1.19,3.90,3.90,9.43,291.00,,327.73,792.44
6-BRSA-505P-ESS,5377.00,0.94,0.53,0.84,3.94,429.00,,89.36,419.15
6-BRSA-505P-ESS,5383.00,1.26,0.51,1.83,4.73,414.00,,145.12,375.10
6-BRSA-505P-ESS,5401.00,1.22,2.84,4.53,8.61,419.00,,370.70,704.58
6-BRSA-505P-ESS,5410.00,0.86,1.13,1.10,7.00,305.00,,127.31,810.19
6-BRSA-505P-ESS,5419.00,0.70,,,,,,,
6-BRSA-505P-ESS,5434.00,0.90,0.51,1.46,4.38,419.00,,162.22,486.67
6-BRSA-505P-ESS,5437.00,1.22,0.68,3.47,4.46,429.00,,283.96,364.98
6-BRSA-505P-ESS,5446.00,1.05,2.74,3.09,3.90,419.00,,294.29,371.43
6-BRSA-505P-ESS,5455.00,1.90,1.06,6.81,4.94,435.00,,357.67,259.45
6-BRSA-505P-ESS,5458.00,1.19,2.51,2.70,5.01,411.00,,226.89,421.01
6-BRSA-505P-ESS,5473.00,0.34,,,,,,,
6-BRSA-505P-ESS,5491.00,0.51,,,,,,,
6-BRSA-505P-ESS,5509.00,0.80,,,,,,,
6-BRSA-505P-ESS,5527.00,0.98,0.19,1.02,4.70,428.00,,104.19,480.08
6-BRSA-505P-ESS,5563.00,1.38,0.67,4.27,6.16,429.00,,309.42,446.38
6-BRSA-505P-ESS,5581.00,0.60,,,,,,,
6-BRSA-505P-ESS,5599.00,0.66,,,,,,,
6-BRSA-505P-ESS,5617.00,0.65,,,,,,,
6-BRSA-505P-ESS,5635.00,0.63,,,,,,,
6-BRSA-505P-ESS,5653.00,0.71,,,,,,,
6-BRSA-505P-ESS,5671.00,0.71,,,,,,,
6-BRSA-505P-ESS,5689.00,0.61,,,,,,,
6-BRSA-505P-ESS,5692.00,0.86,0.54,0.76,1.52,425.00,,87.96,175.93
6-BRSA-505P-ESS,5701.00,0.87,0.64,0.73,1.78,428.00,,83.91,204.60
6-BRSA-505P-ESS,5707.00,0.38,,,,,,,
6-BRSA-505P-ESS,5725.00,0.75,,,,,,,
6-BRSA-505P-ESS,5743.00,0.99,0.11,0.71,5.71,433.00,,71.50,575.03
1-BRSA-535A-ESS,1188.01,1.39,0.73,3.64,0.28,434.00,,261.12,20.09
1-BRSA-535A-ESS,1209.34,0.40,,,,,,,
1-BRSA-535A-ESS,1352.14,0.29,,,,,,,
1-BRSA-535A-ESS,1448.00,0.81,0.23,0.93,0.50,441.00,,114.67,61.65
1-BRSA-535A-ESS,1463.24,0.65,0.50,0.73,0.62,441.00,,111.96,95.09
1-BRSA-535A-ESS,1494.33,1.08,1.06,2.87,0.30,442.00,,265.74,27.78
1-BRSA-535A-ESS,1497.99,0.60,0.79,1.32,0.38,440.00,,221.11,63.65
1-BRSA-535A-ESS,1523.75,1.68,0.46,3.73,0.28,451.00,,221.89,16.66
1-BRSA-535A-ESS,1528.77,0.80,0.60,1.38,0.30,440.00,,172.72,37.55
1-BRSA-535A-ESS,1535.33,2.96,0.79,5.36,0.15,449.00,,181.26,5.07
1-BRSA-535A-ESS,1539.44,3.99,1.37,11.15,0.25,451.00,,279.38,6.26
1-BRSA-535A-ESS,1546.15,1.39,1.35,2.97,0.23,443.00,,213.98,16.57
1-BRSA-535A-ESS,1548.59,1.17,0.57,1.96,0.37,451.00,,167.66,31.65
1-BRSA-535A-ESS,1551.02,1.20,0.91,2.15,0.16,441.00,,179.17,13.33
1-BRSA-535A-ESS,1551.63,0.55,0.30,0.68,0.32,449.00,,124.31,58.50
1-BRSA-535A-ESS,1556.21,0.36,,,,,,,
1-BRSA-535A-ESS,1557.67,0.22,,,,,,,
1-BRSA-535A-ESS,1564.44,0.47,,,,,,,
1-BRSA-535A-ESS,1567.42,0.99,0.50,1.73,0.21,450.00,,174.75,21.21
1-BRSA-535A-ESS,1569.77,1.77,0.50,2.40,0.34,454.00,,135.59,19.21
1-BRSA-535A-ESS,1592.11,0.80,,,,,,,
1-BRSA-535A-ESS,1604.21,0.54,,,,,,,
1-BRSA-535A-ESS,1604.97,0.75,,,,,,,
1-BRSA-535A-ESS,1605.89,1.37,0.41,1.51,0.31,454.00,,110.22,22.63
1-BRSA-535A-ESS,867.05,1.82,19.39,3.85,2.32,383.00,,211.54,127.47
1-BRSA-535A-ESS,1171.55,1.99,5.32,4.56,2.42,425.00,,229.15,121.61
1-BRSA-535A-ESS,1231.90,0.58,3.75,1.14,1.38,432.00,,197.23,238.75
1-BRSA-535A-ESS,1314.20,0.54,13.00,2.76,1.69,434.00,,509.23,311.81
1-BRSA-535A-ESS,1373.63,0.61,13.65,2.71,1.54,438.00,,441.37,250.81
1-BRSA-535A-ESS,1400.15,1.98,21.59,7.20,2.36,439.00,,363.64,119.19
1-BRSA-535A-ESS,1577.54,2.29,18.76,2.62,1.85,430.00,,114.41,80.79
1-BRSA-535A-ESS,1594.00,2.45,19.58,3.24,1.06,422.00,,132.24,43.27
1-BRSA-535A-ESS,1600.40,2.17,36.60,6.09,1.80,431.00,,,
1-BRSA-682-ESS,1398.14,1.82,8.57,3.72,0.18,434.00,,204.40,9.89
1-BRSA-682-ESS,1398.14,1.58,2.10,2.82,0.95,438.00,,178.48,60.13
1-BRSA-682-ESS,1417.95,8.25,2.12,30.37,0.00,438.00,,368.12,0.00
1-BRSA-682-ESS,1423.46,1.57,1.66,2.92,0.17,438.00,,185.99,10.83
1-BRSA-682-ESS,1425.17,4.02,2.05,11.02,0.04,441.00,,274.13,1.00
1-BRSA-682-ESS,1427.15,5.46,2.49,18.23,0.08,439.00,,333.88,1.47
1-BRSA-682-ESS,1427.76,2.80,2.21,6.42,0.30,442.00,,229.29,10.71
1-BRSA-682-ESS,1450.62,1.64,12.54,5.58,0.48,433.00,,340.24,29.27
1-BRSA-682-ESS,1456.72,1.19,6.09,2.74,1.16,433.00,,230.25,97.48
1-BRSA-682-ESS,1534.26,1.07,0.42,1.27,0.43,443.00,,118.69,40.19
1-BRSA-682-ESS,1581.63,1.49,0.84,1.64,0.32,445.00,,110.07,21.48
1-BRSA-682-ESS,1603.94,5.65,5.01,5.13,0.98,462.00,,90.80,17.35
1-BRSA-682-ESS,1604.09,0.59,1.71,0.97,0.19,429.00,,164.41,32.20
1-BRSA-682-ESS,1605.06,5.47,4.28,5.41,0.06,459.00,,98.90,1.10
1-BRSA-682-ESS,1609.79,0.61,0.34,0.48,0.26,420.00,,78.69,42.62
1-BRSA-682-ESS,1623.08,2.48,1.01,1.86,0.27,453.00,,75.00,10.89
1-BRSA-682-ESS,1634.72,1.26,0.47,0.72,0.38,440.00,,57.14,30.16
1-BRSA-683-ESS,987.12,0.52,0.25,1.00,1.35,307.00,,192.31,259.62
1-BRSA-683-ESS,1031.46,1.16,0.03,0.37,2.15,423.00,,31.90,185.34
1-BRSA-683-ESS,1047.68,2.37,0.03,0.51,1.15,433.00,,21.52,48.52
1-BRSA-683-ESS,1048.84,2.37,0.03,0.39,0.82,419.00,,16.46,34.60
1-BRSA-683-ESS,1114.98,0.45,0.03,0.34,1.50,410.00,,75.56,333.33
1-BRSA-683-ESS,1121.23,0.60,,,,,,,
1-BRSA-683-ESS,1177.86,0.18,,,,,,,
1-BRSA-683-ESS,1189.66,0.84,0.32,1.65,1.25,434.00,,196.43,148.81
1-BRSA-683-ESS,1239.40,0.79,0.09,0.65,1.19,433.00,,82.28,150.63
1-BRSA-683-ESS,1317.67,2.30,0.90,7.41,0.60,446.00,,322.17,26.09
1-BRSA-683-ESS,1327.58,4.10,0.84,14.44,0.31,446.00,,352.20,7.56
1-BRSA-683-ESS,1397.38,3.46,1.55,9.26,0.41,449.00,,267.63,11.85
1-BRSA-683-ESS,1431.76,4.00,0.88,16.90,0.17,444.00,,422.50,4.25
1-BRSA-683-ESS,1452.39,9.44,4.06,36.48,0.29,445.00,,386.44,3.07
1-BRSA-683-ESS,1459.25,5.59,1.26,19.72,0.21,447.00,,352.77,3.76
1-BRSA-735-ESS,899.70,0.46,,,,,,,
1-BRSA-735-ESS,910.79,0.88,0.35,1.99,0.13,416.00,,226.14,14.77
1-BRSA-735-ESS,962.58,1.91,0.33,9.07,1.67,422.00,,474.87,87.43
1-BRSA-735-ESS,971.72,4.04,1.50,30.33,1.65,417.00,,750.74,40.84
1-BRSA-735-ESS,976.14,4.88,1.63,34.91,1.69,415.00,,715.37,34.63
1-BRSA-735-ESS,988.48,0.92,0.14,3.58,1.08,424.00,,389.13,117.39
1-BRSA-735-ESS,1067.03,1.26,0.71,5.35,0.80,429.00,,424.60,63.49
1-BRSA-735-ESS,3312.00,0.43,,,,,,,
1-BRSA-735-ESS,2226.00,4.45,55.13,28.87,10.86,447.00,,648.33,243.88
1-BRSA-735-ESS,2496.00,1.79,35.31,5.49,1.63,388.00,,306.88,91.11
1-BRSA-735-ESS,2676.00,1.53,33.35,4.83,1.28,390.00,,315.27,83.55
1-BRSA-735-ESS,2856.00,1.42,34.12,5.43,0.90,391.00,,382.66,63.42
1-BRSA-735-ESS,2964.00,1.45,31.90,6.54,0.96,392.00,,452.60,66.44
1-BRSA-3-RNS,2045.00,1.17,0.03,0.91,1.47,436.00,,77.78,125.64
1-BRSA-3-RNS,2063.00,0.16,,,,,,,
1-BRSA-3-RNS,2081.00,0.59,,,,,,,
1-BRSA-3-RNS,2099.00,0.87,0.02,0.63,1.35,434.00,,72.75,155.89
1-BRSA-3-RNS,2117.00,0.73,0.02,0.69,1.80,434.00,,94.01,245.23
1-BRSA-3-RNS,2135.00,0.74,0.02,0.73,1.79,434.00,,98.78,242.22
1-BRSA-3-RNS,2153.00,0.53,,,,,,,
1-BRSA-3-RNS,2171.00,0.58,,,,,,,
1-BRSA-3-RNS,2189.00,0.89,0.03,1.20,2.72,439.00,,135.59,307.34
1-BRSA-3-RNS,2207.00,1.00,0.04,1.43,1.89,439.00,,143.29,189.38
1-BRSA-3-RNS,2225.00,0.78,0.02,0.84,1.96,436.00,,107.97,251.93
1-BRSA-3-RNS,2243.00,0.49,,,,,,,
1-BRSA-3-RNS,2261.00,0.36,,,,,,,
1-BRSA-3-RNS,2279.00,0.47,,,,,,,
1-BRSA-3-RNS,2297.00,0.48,,,,,,,
1-BRSA-3-RNS,2315.00,0.50,,,,,,,
1-BRSA-3-RNS,2333.00,0.53,,,,,,,
1-BRSA-3-RNS,2351.00,0.55,,,,,,,
1-BRSA-3-RNS,2369.00,0.48,,,,,,,
1-BRSA-3-RNS,2387.00,0.48,,,,,,,
1-BRSA-3-RNS,2405.00,0.45,,,,,,,
1-BRSA-3-RNS,2423.00,0.34,,,,,,,
1-BRSA-3-RNS,2441.00,0.26,,,,,,,
1-BRSA-3-RNS,2459.00,0.60,,,,,,,
1-BRSA-3-RNS,2477.00,0.61,,,,,,,
1-BRSA-3-RNS,2495.00,0.67,,,,,,,
1-BRSA-3-RNS,2513.00,0.62,,,,,,,
1-BRSA-3-RNS,2531.00,0.66,,,,,,,
1-BRSA-3-RNS,2549.00,0.67,,,,,,,
1-BRSA-3-RNS,2567.00,0.65,,,,,,,
1-BRSA-3-RNS,2585.00,0.67,,,,,,,
1-BRSA-3-RNS,2603.00,0.46,,,,,,,
1-BRSA-3-RNS,2621.00,0.48,,,,,,,
1-BRSA-3-RNS,2639.00,0.72,0.03,0.83,2.07,437.00,,114.80,286.31
1-BRSA-3-RNS,2657.00,0.60,,,,,,,
1-BRSA-3-RNS,2675.00,0.69,,,,,,,
1-BRSA-3-RNS,2693.00,0.64,,,,,,,
1-BRSA-3-RNS,2711.00,0.56,,,,,,,
1-BRSA-3-RNS,2729.00,0.58,,,,,,,
1-BRSA-3-RNS,2747.00,0.51,,,,,,,
1-BRSA-3-RNS,2765.00,0.40,,,,,,,
1-BRSA-3-RNS,2783.00,0.40,,,,,,,
1-BRSA-3-RNS,2801.00,0.54,,,,,,,
1-BRSA-3-RNS,2819.00,0.51,,,,,,,
1-BRSA-3-RNS,2837.00,0.43,,,,,,,
1-BRSA-3-RNS,2855.00,0.49,,,,,,,
1-BRSA-3-RNS,2873.00,0.31,,,,,,,
1-BRSA-3-RNS,2891.00,0.51,,,,,,,
1-BRSA-3-RNS,2909.00,0.61,,,,,,,
1-BRSA-3-RNS,2927.00,0.61,,,,,,,
1-BRSA-3-RNS,2945.00,0.55,,,,,,,
1-BRSA-3-RNS,2963.00,0.57,,,,,,,
1-BRSA-3-RNS,2981.00,1.83,0.33,5.90,1.67,445.00,,322.40,91.26
1-BRSA-3-RNS,2999.00,0.98,0.10,2.70,1.30,445.00,,274.95,132.38
1-BRSA-3-RNS,3017.00,1.71,0.08,3.28,2.11,440.00,,191.81,123.39
1-BRSA-3-RNS,3035.00,0.70,,,,,,,
1-BRSA-3-RNS,3053.00,0.83,0.13,1.75,0.85,445.00,,211.35,102.66
1-BRSA-3-RNS,3071.00,0.51,,,,,,,
1-BRSA-3-RNS,3089.00,0.63,,,,,,,
1-BRSA-3-RNS,3107.00,1.55,0.13,3.30,1.49,445.00,,212.90,96.13
1-BRSA-3-RNS,3125.00,0.48,,,,,,,
1-BRSA-3-RNS,3143.00,0.26,,,,,,,
1-BRSA-3-RNS,3161.00,0.27,,,,,,,
1-BRSA-3-RNS,3449.00,0.60,,,,,,,
1-BRSA-3-RNS,3467.00,0.84,0.12,0.83,1.21,442.00,,99.05,144.39
1-BRSA-3-RNS,3485.00,0.76,0.07,0.65,1.13,442.00,,85.19,148.10
1-BRSA-3-RNS,3503.00,0.63,,,,,,,
1-BRSA-3-RNS,3521.00,1.12,0.38,1.69,1.28,441.00,,150.89,114.29
1-BRSA-3-RNS,3539.00,1.15,0.31,1.74,1.19,439.00,,151.30,103.48
1-BRSA-3-RNS,3557.00,0.78,0.17,0.99,0.94,441.00,,126.60,120.20
1-BRSA-3-RNS,3593.00,0.72,0.07,0.61,1.11,442.00,,85.20,155.03
1-BRSA-3-RNS,3611.00,0.91,0.10,1.05,1.20,441.00,,115.89,132.45
1-BRSA-3-RNS,3629.00,1.00,0.08,0.72,0.96,451.00,,72.00,96.00
1-BRSA-3-RNS,3647.00,1.05,0.14,0.73,1.12,447.00,,69.52,106.67
1-BRSA-3-RNS,3665.00,1.81,1.89,6.49,1.99,447.00,,358.56,109.94
1-BRSA-3-RNS,3683.00,1.63,0.56,4.79,0.97,442.00,,293.87,59.51
1-BRSA-3-RNS,3701.00,1.40,0.63,3.27,0.85,443.00,,233.57,60.71
1-BRSA-3-RNS,3719.00,1.20,0.46,3.91,0.91,442.00,,325.83,75.83
1-BRSA-3-RNS,3737.00,1.30,0.39,4.61,0.86,441.00,,354.62,66.15
1-BRSA-3-RNS,3755.00,1.26,0.40,4.39,0.72,440.00,,348.41,57.14
1-BRSA-3-RNS,3773.00,0.72,0.26,3.89,0.60,440.00,,541.78,83.57
1-BRSA-3-RNS,3791.00,0.89,0.23,4.08,0.62,440.00,,457.91,69.58
1-BRSA-3-RNS,4779.00,1.95,1.63,0.39,0.52,313.00,,20.00,26.67
1-ALS-6-AL,1287.00,1.23,0.11,1.16,1.11,412.00,,94.31,90.24
1-ALS-6-AL,1302.00,1.30,0.16,1.30,0.93,413.00,,100.00,71.54
1-ALS-6-AL,1317.00,2.40,0.24,6.70,1.81,424.00,,279.17,75.42
1-ALS-6-AL,1470.00,4.46,1.43,15.42,1.66,410.00,,345.74,37.22
1-ALS-6-AL,1485.00,3.25,1.40,10.96,1.76,416.00,,337.23,54.15
1-ALS-6-AL,1530.00,2.68,1.05,13.79,0.75,431.00,,514.55,27.99
1-ALS-6-AL,1545.00,1.40,0.61,4.09,0.88,435.00,,292.14,62.86
1-ALS-6-AL,1560.00,1.42,0.68,3.23,0.59,434.00,,227.46,41.55
1-ALS-6-AL,1575.00,1.46,0.32,3.70,1.31,434.00,,253.42,89.73
1-ALS-6-AL,1590.00,1.71,1.01,5.16,1.07,434.00,,301.75,62.57
1-ALS-6-AL,1605.00,1.36,0.29,3.40,1.23,433.00,,250.00,90.44
1-ALS-6-AL,1620.00,1.44,0.40,3.32,0.72,435.00,,230.56,50.00
1-ALS-6-AL,1635.00,1.97,0.41,6.55,1.23,432.00,,332.49,62.44
1-ALS-6-AL,1650.00,1.44,0.45,3.20,0.43,430.00,,222.22,29.86
1-ALS-6-AL,1665.00,1.42,0.35,3.97,0.91,432.00,,279.58,64.08
1-ALS-6-AL,1680.00,1.07,0.25,1.58,0.52,429.00,,147.66,48.60
1-ALS-6-AL,1695.00,4.67,0.99,26.92,1.25,429.00,,576.45,26.77
1-ALS-6-AL,1710.00,3.40,1.27,16.94,0.85,428.00,,498.24,25.00
1-ALS-6-AL,1725.00,1.68,0.30,4.64,0.91,432.00,,276.19,54.17
1-ALS-6-AL,1740.00,1.26,0.37,2.90,0.60,430.00,,230.16,47.62
1-ALS-6-AL,1755.00,3.98,1.03,21.85,1.05,428.00,,549.00,26.38
1-ALS-6-AL,1770.00,1.25,0.27,3.08,0.45,431.00,,246.40,36.00
1-ALS-6-AL,1800.00,1.43,0.27,3.31,0.64,432.00,,231.47,44.76
1-ALS-6-AL,1830.00,1.56,0.42,3.56,1.09,431.00,,228.21,69.87
1-ALS-6-AL,1860.00,2.08,0.66,6.28,0.83,431.00,,301.92,39.90
1-ALS-6-AL,1890.00,0.99,0.17,1.32,0.49,431.00,,133.33,49.49
