Poço,Profundidade,COT,S1,S2,S3,Tmax,Ro,IH,IO
1-RNS-51-RNS,2216.00,0.40,,,,,,,
1-RNS-51-RNS,2228.00,0.40,,,,,,,
1-RNS-51-RNS,2243.00,0.34,,,,,,,
1-RNS-51-RNS,2258.00,0.30,,,,,,,
1-RNS-51-RNS,2273.00,0.36,,,,,,,
1-RNS-51-RNS,2288.00,0.38,,,,,,,
1-RNS-51-RNS,2303.00,0.45,,,,,,,
1-RNS-51-RNS,2333.00,0.44,,,,,,,
1-RNS-51-RNS,2348.00,0.40,,,,,,,
1-RNS-51-RNS,2363.00,0.47,,,,,,,
1-RNS-51-RNS,2378.00,0.59,,,,,,,
1-RNS-51-RNS,2408.00,0.44,,,,,,,
1-RNS-51-RNS,2423.00,0.51,,,,,,,
1-RNS-51-RNS,2438.00,0.63,,,,,,,
1-RNS-51-RNS,2453.00,1.01,0.08,0.82,0.79,440.00,,81.19,78.22
1-RNS-51-RNS,2468.00,0.78,,,,,,,
1-RNS-51-RNS,2483.00,1.11,1.81,3.63,1.16,431.00,,327.03,104.50
1-RNS-51-RNS,2513.00,1.39,0.16,3.17,0.76,446.00,,228.06,54.68
1-RNS-51-RNS,2528.00,1.92,0.15,6.12,0.61,447.00,,318.75,31.77
1-RNS-51-RNS,2543.00,2.30,0.20,11.27,0.74,444.00,,490.00,32.17
1-RNS-51-RNS,2558.00,2.75,0.14,6.59,1.56,438.00,,239.64,56.73
1-RNS-51-RNS,2573.00,1.34,0.12,2.51,1.17,444.00,,187.31,87.31
1-RNS-51-RNS,2588.00,0.98,0.10,1.09,0.85,444.00,,111.22,86.73
1-RNS-51-RNS,2618.00,0.80,,,,,,,
1-RNS-51-RNS,2648.00,0.93,0.36,1.45,0.51,443.00,,155.91,54.84
1-RNS-51-RNS,2693.00,0.88,,,,,,,
1-RNS-51-RNS,3833.00,1.25,0.87,0.88,0.19,468.00,,70.40,15.20
1-RNS-54-RN,283.00,0.40,,,,,,,
1-RNS-54-RN,301.00,0.40,,,,,,,
1-RNS-54-RN,319.00,0.62,,,,,,,
1-RNS-54-RN,337.00,0.85,,,,,,,
1-RNS-54-RN,355.00,0.61,,,,,,,
1-RNS-54-RN,373.00,1.07,0.12,0.86,2.52,420.00,,80.37,235.51
1-RNS-54-RN,391.00,0.87,,,,,,,
1-RNS-54-RN,409.00,0.51,,,,,,,
1-RNS-54-RN,427.00,0.54,,,,,,,
1-RNS-54-RN,661.00,0.20,0.15,0.12,2.01,,,60.00,1005.00
1-RNS-54-RN,1003.00,0.13,,,,,,,
1-RNS-54-RN,1021.00,0.18,,,,,,,
1-RNS-54-RN,1039.00,0.44,,,,,,,
1-RNS-54-RN,1057.00,0.43,,,,,,,
1-RNS-54-RN,1075.00,0.39,,,,,,,
1-RNS-54-RN,1093.00,0.34,,,,,,,
1-RNS-54-RN,1183.00,0.50,,,,,,,
1-RNS-54-RN,1219.00,0.63,,,,,,,
1-RNS-54-RN,1345.00,0.48,,,,,,,
1-RNS-54-RN,1363.00,0.47,,,,,,,
1-RNS-54-RN,1381.00,0.63,,,,,,,
1-RNS-54-RN,1417.00,0.35,0.09,0.24,1.85,,,68.57,528.57
1-RNS-54-RN,2029.00,0.26,,,,,,,
1-RNS-54-RN,2065.00,1.50,1.27,4.74,1.53,433.00,,316.00,102.00
1-RNS-54-RN,2083.00,0.49,,,,,,,
1-RNS-54-RN,2119.00,2.14,1.18,10.84,1.88,434.00,,506.54,87.85
1-RNS-54-RN,2137.00,0.90,0.36,1.98,1.73,431.00,,220.00,192.22
1-RNS-54-RN,2155.00,3.53,1.02,12.90,1.69,430.00,,365.44,47.88
1-RNS-54-RN,2209.00,0.33,0.26,0.45,1.20,432.00,,136.36,363.64
1-RNS-54-RN,2245.00,0.71,,,,,,,
1-RNS-54-RN,2299.00,1.48,0.25,3.81,0.94,442.00,,257.43,63.51
1-RNS-54-RN,2335.00,0.88,,,,,,,
1-RNS-54-RN,2371.00,0.75,,,,,,,
1-RNS-54-RN,2497.00,4.10,0.80,21.85,1.09,439.00,,532.93,26.59
1-RNS-54-RN,2515.00,1.02,0.42,3.43,0.98,441.00,,336.27,96.08
4-RNS-55-RNS,1996.00,0.65,,,,,,,
4-RNS-55-RNS,2014.00,0.77,,,,,,,
4-RNS-55-RNS,2032.00,0.74,,,,,,,
4-RNS-55-RNS,2050.00,0.67,,,,,,,
4-RNS-55-RNS,2068.00,0.76,,,,,,,
4-RNS-55-RNS,2086.00,0.73,,,,,,,
4-RNS-55-RNS,2104.00,0.71,,,,,,,
4-RNS-55-RNS,2122.00,0.70,,,,,,,
4-RNS-55-RNS,2140.00,0.71,,,,,,,
4-RNS-55-RNS,2158.00,0.72,,,,,,,
4-RNS-55-RNS,2176.00,0.69,,,,,,,
4-RNS-55-RNS,2194.00,0.73,,,,,,,
4-RNS-55-RNS,2212.00,0.72,,,,,,,
4-RNS-55-RNS,2230.00,0.71,,,,,,,
4-RNS-55-RNS,2248.00,0.75,,,,,,,
4-RNS-55-RNS,2266.00,0.71,,,,,,,
4-RNS-55-RNS,2284.00,0.75,,,,,,,
4-RNS-55-RNS,2302.00,0.72,,,,,,,
4-RNS-55-RNS,2320.00,0.79,,,,,,,
4-RNS-55-RNS,2338.00,0.77,,,,,,,
4-RNS-55-RNS,2356.00,0.73,,,,,,,
4-RNS-55-RNS,2374.00,0.75,,,,,,,
4-RNS-55-RNS,2392.00,0.58,,,,,,,
4-RNS-55-RNS,2410.00,0.57,,,,,,,
4-RNS-55-RNS,2428.00,0.63,,,,,,,
4-RNS-55-RNS,2446.00,0.53,,,,,,,
4-RNS-55-RNS,2464.00,0.50,,,,,,,
4-RNS-55-RNS,2482.00,0.63,,,,,,,
4-RNS-55-RNS,2500.00,0.60,,,,,,,
4-RNS-55-RNS,2518.00,0.63,,,,,,,
4-RNS-55-RNS,2536.00,0.57,,,,,,,
4-RNS-55-RNS,2554.00,0.47,,,,,,,
4-RNS-55-RNS,2572.00,0.40,,,,,,,
4-RNS-55-RNS,2590.00,0.35,,,,,,,
4-RNS-55-RNS,2608.00,0.35,,,,,,,
4-RNS-55-RNS,2626.00,0.34,,,,,,,
4-RNS-55-RNS,2644.00,0.36,,,,,,,
4-RNS-55-RNS,2662.00,0.37,,,,,,,
4-RNS-55-RNS,2680.00,0.30,,,,,,,
4-RNS-55-RNS,2698.00,0.36,,,,,,,
4-RNS-55-RNS,2716.00,0.37,,,,,,,
4-RNS-55-RNS,2734.00,0.37,,,,,,,
4-RNS-55-RNS,2752.00,0.27,,,,,,,
4-RNS-55-RNS,2770.00,0.55,,,,,,,
4-RNS-55-RNS,2788.00,0.36,,,,,,,
4-RNS-55-RNS,2806.00,0.39,,,,,,,
4-RNS-55-RNS,2824.00,0.36,,,,,,,
4-RNS-55-RNS,2842.00,0.38,,,,,,,
4-RNS-55-RNS,2860.00,0.48,,,,,,,
4-RNS-55-RNS,2878.00,0.45,,,,,,,
4-RNS-55-RNS,2896.00,0.51,,,,,,,
4-RNS-55-RNS,2914.00,0.49,,,,,,,
4-RNS-55-RNS,2932.00,0.49,,,,,,,
4-RNS-55-RNS,2950.00,0.55,,,,,,,
4-RNS-55-RNS,2968.00,0.50,,,,,,,
4-RNS-55-RNS,2986.00,0.69,,,,,,,
4-RNS-55-RNS,3004.00,0.78,,,,,,,
4-RNS-55-RNS,3022.00,0.63,,,,,,,
4-RNS-55-RNS,3040.00,0.75,,,,,,,
4-RNS-55-RNS,3058.00,0.79,,,,,,,
4-RNS-55-RNS,3076.00,0.75,,,,,,,
4-RNS-55-RNS,3094.00,0.73,,,,,,,
4-RNS-55-RNS,3112.00,0.72,,,,,,,
4-RNS-55-RNS,3148.00,0.95,,,,,,,
4-RNS-55-RNS,3184.00,0.69,,,,,,,
4-RNS-55-RNS,3202.00,0.78,,,,,,,
4-RNS-55-RNS,3220.00,0.85,,,,,,,
4-RNS-55-RNS,3238.00,0.95,0.30,0.78,0.31,453.00,,82.11,32.63
4-RNS-55-RNS,3256.00,1.06,0.47,0.91,0.18,458.00,,85.85,16.98
4-RNS-55-RNS,3274.00,0.98,0.48,0.83,0.13,455.00,,84.69,13.27
4-RNS-55-RNS,3292.00,1.09,0.53,0.91,0.13,457.00,,83.49,11.93
4-RNS-55-RNS,3310.00,1.12,0.76,1.11,0.15,452.00,,99.11,13.39
4-RNS-55-RNS,3328.00,1.20,0.43,1.14,0.20,453.00,,95.00,16.67
4-RNS-55-RNS,3346.00,1.30,0.30,1.57,0.20,458.00,,120.77,15.38
4-RNS-55-RNS,3364.00,1.57,0.80,1.75,0.17,457.00,,111.46,10.83
4-RNS-55-RNS,3382.00,1.78,1.26,1.91,0.17,460.00,,107.30,9.55
4-RNS-55-RNS,3400.00,1.22,0.40,0.78,0.17,463.00,,63.93,13.93
4-RNS-55-RNS,3418.00,1.57,0.90,1.21,0.26,457.00,,77.07,16.56
4-RNS-55-RNS,3472.00,1.78,1.08,1.50,0.25,458.00,,84.27,14.04
4-RNS-55-RNS,3544.00,1.84,1.03,1.75,0.35,456.00,,95.11,19.02
4-RNS-55-RNS,3562.00,1.66,1.34,1.55,0.31,459.00,,93.37,18.67
4-RNS-55-RNS,3580.00,1.74,0.41,2.49,0.23,456.00,,143.10,13.22
4-RNS-55-RNS,3634.00,1.84,1.16,1.90,0.42,457.00,,103.26,22.83
4-RNS-55-RNS,3652.00,1.69,1.29,1.93,0.35,460.00,,114.20,20.71
4-RNS-55-RNS,3670.00,1.73,1.20,1.75,0.28,461.00,,101.16,16.18
4-RNS-55-RNS,3706.00,2.05,0.89,2.74,0.16,463.00,,133.66,7.80
4-RNS-55-RNS,3724.00,1.59,1.23,1.65,0.61,458.00,,103.77,38.36
4-RNS-55-RNS,3760.00,1.28,0.86,0.99,0.26,463.00,,77.34,20.31
4-RNS-55-RNS,3796.00,1.21,1.03,0.91,0.38,456.00,,75.21,31.40
4-RNS-55-RNS,3814.00,1.05,0.55,0.97,0.35,454.00,,92.38,33.33
4-RNS-55-RNS,3832.00,1.53,0.46,1.97,0.45,459.00,,128.76,29.41
4-RNS-55-RNS,3850.00,1.74,0.59,2.24,0.20,460.00,,128.74,11.49
4-RNS-55-RNS,3868.00,1.50,1.41,1.43,0.11,454.00,,95.33,7.33
4-RNS-55-RNS,3886.00,1.03,0.13,1.04,0.27,453.00,,100.97,26.21
4-RNS-61-RN,1255.00,0.65,0.06,0.74,2.46,423.00,,113.85,378.46
4-RNS-61-RN,1261.00,0.66,0.08,0.78,2.66,426.00,,118.18,403.03
4-RNS-61-RN,1267.00,0.65,0.08,0.66,3.07,425.00,,101.54,472.31
4-RNS-61-RN,1273.00,0.65,0.12,0.57,2.60,418.00,,87.69,400.00
4-RNS-61-RN,1279.00,0.71,0.10,0.70,2.42,422.00,,98.59,340.85
4-RNS-61-RN,1285.00,0.83,,,,,,,
4-RNS-61-RN,1291.00,0.60,0.08,0.43,2.20,415.00,,71.67,366.67
4-RNS-61-RN,1297.00,0.56,0.07,0.36,1.90,417.00,,64.29,339.29
4-RNS-61-RN,1303.00,0.54,,,,,,,
4-RNS-61-RN,1309.00,0.48,0.04,0.26,1.76,415.00,,54.17,366.67
4-RNS-61-RN,1315.00,0.46,,,,,,,
4-RNS-61-RN,1321.00,0.55,,,,,,,
4-RNS-61-RN,1327.00,0.50,0.03,0.26,1.78,418.00,,52.00,356.00
4-RNS-61-RN,1333.00,0.50,0.03,0.30,1.79,416.00,,60.00,358.00
4-RNS-61-RN,1339.00,0.60,,,,,,,
4-RNS-61-RN,1345.00,0.59,0.09,0.44,2.21,413.00,,74.58,374.58
4-RNS-61-RN,1351.00,0.61,0.05,0.58,1.93,424.00,,95.08,316.39
4-RNS-61-RN,1357.00,0.61,,,,,,,
4-RNS-61-RN,1363.00,0.64,0.05,0.40,1.91,421.00,,62.50,298.44
4-RNS-61-RN,1369.00,0.67,0.05,0.43,1.97,421.00,,64.18,294.03
4-RNS-61-RN,1375.00,0.80,,,,,,,
4-RNS-61-RN,1381.00,0.60,0.04,0.42,1.78,422.00,,70.00,296.67
4-RNS-61-RN,1393.00,0.84,,,,,,,
4-RNS-61-RN,1399.00,0.53,0.05,0.39,2.25,418.00,,73.58,424.53
4-RNS-61-RN,1405.00,0.49,,,,,,,
4-RNS-61-RN,1411.00,0.67,,,,,,,
4-RNS-61-RN,1417.00,0.54,0.05,0.40,2.01,420.00,,74.07,372.22
4-RNS-61-RN,1423.00,0.44,0.07,0.28,1.88,422.00,,63.64,427.27
4-RNS-61-RN,1429.00,0.93,0.10,0.31,2.22,417.00,,33.33,238.71
4-RNS-61-RN,1435.00,0.46,,,,,,,
4-RNS-61-RN,1441.00,0.45,0.07,0.33,1.75,415.00,,73.33,388.89
4-RNS-61-RN,1447.00,0.56,,,,,,,
4-RNS-61-RN,1453.00,0.22,,,,,,,
4-RNS-61-RN,1465.00,0.59,,,,,,,
4-RNS-61-RN,1477.00,0.28,,,,,,,
4-RNS-61-RN,1513.00,0.35,0.03,0.22,1.51,419.00,,62.86,431.43
4-RNS-61-RN,1519.00,0.71,,,,,,,
4-RNS-61-RN,1531.00,0.68,0.06,0.35,2.03,428.00,,51.47,298.53
4-RNS-61-RN,1537.00,0.81,,,,,,,
4-RNS-61-RN,1543.00,0.71,0.14,0.48,2.64,419.00,,67.61,371.83
4-RNS-61-RN,1549.00,0.71,0.12,0.48,2.70,423.00,,67.61,380.28
4-RNS-61-RN,1555.00,0.72,,,,,,,
4-RNS-61-RN,1561.00,0.65,0.11,0.52,2.46,425.00,,80.00,378.46
4-RNS-61-RN,1567.00,0.73,0.07,0.53,2.74,424.00,,72.60,375.34
4-RNS-61-RN,1573.00,0.88,,,,,,,
4-RNS-61-RN,1579.00,0.61,0.06,0.44,2.37,425.00,,72.13,388.52
4-RNS-61-RN,1585.00,0.70,0.06,0.45,2.67,426.00,,64.29,381.43
4-RNS-61-RN,1591.00,0.77,,,,,,,
4-RNS-61-RN,1597.00,0.66,0.05,0.45,2.62,425.00,,68.18,396.97
4-RNS-61-RN,1603.00,0.74,0.09,0.60,2.87,426.00,,81.08,387.84
4-RNS-61-RN,1609.00,0.85,,,,,,,
4-RNS-61-RN,1615.00,0.70,0.18,0.68,2.84,427.00,,97.14,405.71
4-RNS-61-RN,1621.00,0.80,0.15,0.81,3.06,425.00,,101.25,382.50
4-RNS-61-RN,1627.00,0.98,0.26,0.88,3.03,423.00,,89.80,309.18
4-RNS-61-RN,1633.00,0.67,0.03,0.49,2.49,427.00,,73.13,371.64
4-RNS-61-RN,1639.00,0.62,0.03,0.42,1.81,433.00,,67.74,291.94
4-RNS-61-RN,1645.00,0.75,,,,,,,
4-RNS-61-RN,1651.00,0.54,0.05,0.38,2.31,431.00,,70.37,427.78
4-RNS-61-RN,1657.00,0.50,,,,,,,
4-RNS-61-RN,1663.00,0.51,,,,,,,
4-RNS-61-RN,1669.00,0.38,,,,,,,
4-RNS-61-RN,1675.00,0.42,,,,,,,
4-RNS-61-RN,1681.00,0.52,,,,,,,
4-RNS-61-RN,1687.00,0.41,,,,,,,
4-RNS-61-RN,1693.00,0.41,0.03,0.23,1.54,428.00,,56.10,375.61
4-RNS-61-RN,1699.00,0.51,,,,,,,
4-RNS-61-RN,1717.00,0.51,,,,,,,
4-RNS-61-RN,1735.00,0.46,,,,,,,
4-RNS-61-RN,1753.00,0.52,,,,,,,
4-RNS-61-RN,1771.00,0.57,,,,,,,
4-RNS-61-RN,1789.00,0.97,0.09,0.28,2.21,426.00,,28.87,227.84
4-RNS-61-RN,1807.00,0.75,,,,,,,
4-RNS-61-RN,1825.00,1.09,0.11,0.33,2.08,429.00,,30.28,190.83
4-RNS-61-RN,1843.00,0.88,,,,,,,
4-RNS-61-RN,1861.00,0.96,0.02,0.22,1.15,,,22.92,119.79
4-RNS-61-RN,1879.00,0.80,,,,,,,
4-RNS-61-RN,1897.00,0.81,,,,,,,
4-RNS-61-RN,1915.00,0.85,,,,,,,
4-RNS-61-RN,1933.00,0.86,,,,,,,
4-RNS-61-RN,1951.00,0.97,0.03,0.23,1.78,438.00,,23.71,183.51
4-RNS-61-RN,1969.00,1.13,0.06,0.38,1.83,422.00,,33.63,161.95
4-RNS-61-RN,1987.00,0.97,0.68,0.28,2.64,419.00,,28.87,272.16
4-RNS-61-RN,2005.00,1.02,0.01,0.16,2.07,436.00,,15.69,202.94
4-RNS-61-RN,2023.00,1.14,0.11,0.49,2.04,421.00,,42.98,178.95
4-RNS-61-RN,2041.00,1.09,0.05,0.33,1.84,,,30.28,168.81
4-RNS-61-RN,2059.00,1.13,0.10,0.40,1.87,429.00,,35.40,165.49
4-RNS-61-RN,2077.00,1.17,0.06,0.36,1.91,435.00,,30.77,163.25
4-RNS-61-RN,2095.00,1.25,0.03,0.43,1.78,437.00,,34.40,142.40
4-RNS-61-RN,2113.00,1.39,0.05,0.41,1.73,439.00,,29.50,124.46
4-RNS-61-RN,2131.00,1.25,0.03,0.41,1.94,440.00,,32.80,155.20
4-RNS-61-RN,2149.00,1.07,0.02,0.24,1.82,455.00,,22.43,170.09
4-RNS-61-RN,2167.00,1.37,0.10,0.65,1.56,440.00,,47.45,113.87
4-RNS-61-RN,2221.00,1.46,1.51,1.44,1.37,,,98.63,93.84
4-RNS-61-RN,2257.00,1.42,0.29,0.87,1.44,434.00,,61.27,101.41
4-RNS-61-RN,2275.00,1.35,0.07,0.42,1.48,445.00,,31.11,109.63
4-RNS-61-RN,2293.00,1.25,0.11,0.60,1.92,437.00,,48.00,153.60
4-RNS-61-RN,2347.00,2.96,0.75,9.57,1.26,446.00,,323.31,42.57
4-RNS-61-RN,2365.00,1.01,0.09,0.98,0.88,444.00,,97.03,87.13
4-RNS-61-RN,2401.00,2.43,1.05,11.54,0.69,440.00,,474.90,28.40
4-RNS-61-RN,2473.00,1.34,0.26,2.71,0.80,443.00,,202.24,59.70
1-RNS-62-RN,2180.00,6.35,1.40,9.71,0.40,448.00,,152.91,6.30
1-RNS-62-RN,2198.00,3.84,0.63,17.07,0.55,442.00,,444.53,14.32
1-RNS-62-RN,2216.00,3.51,1.53,5.94,0.44,445.00,,169.23,12.54
1-RNS-62-RN,2234.00,2.74,0.83,3.29,0.29,449.00,,120.07,10.58
1-RNS-62-RN,2252.00,3.11,1.83,5.89,0.43,450.00,,189.39,13.83
1-RNS-62-RN,2270.00,3.51,1.31,6.10,0.39,447.00,,173.79,11.11
1-RNS-62-RN,2306.00,3.22,0.77,7.19,0.34,351.00,,223.29,10.56
1-RNS-62-RN,2324.00,2.80,1.19,2.87,0.42,448.00,,102.50,15.00
1-RNS-62-RN,2558.00,0.50,,,,,,,
1-RNS-62-RN,2576.00,4.54,0.53,35.84,0.62,446.00,,789.43,13.66
1-RNS-62-RN,2594.00,7.30,0.23,70.08,0.59,446.00,,960.00,8.08
1-RNS-57A-RN,1239.00,0.79,,,,,,,
1-RNS-57A-RN,1251.00,0.71,,,,,,,
1-RNS-57A-RN,1263.00,0.76,,,,,,,
1-RNS-57A-RN,1275.00,0.74,,,,,,,
1-RNS-57A-RN,1287.00,0.73,,,,,,,
1-RNS-57A-RN,1299.00,1.01,0.11,1.03,2.48,427.00,,101.98,245.54
1-RNS-57A-RN,1401.00,0.16,,,,,,,
1-RNS-57A-RN,1413.00,0.12,,,,,,,
1-RNS-57A-RN,1449.00,0.54,0.26,0.38,0.90,,,70.37,166.67
1-RNS-57A-RN,1509.00,1.45,0.21,1.13,1.41,422.00,,77.93,97.24
1-RNS-57A-RN,1533.00,1.43,0.20,1.14,1.29,423.00,,79.72,90.21
1-RNS-57A-RN,1545.00,1.82,0.15,1.55,1.64,427.00,,85.16,90.11
1-RNS-57A-RN,1653.00,6.40,3.95,50.34,1.17,427.00,,786.56,18.28
1-RNS-57A-RN,1665.00,5.18,2.25,30.59,1.60,427.00,,590.54,30.89
1-RNS-57A-RN,1689.00,4.61,1.28,30.32,1.19,432.00,,657.70,25.81
1-RNS-57A-RN,2475.00,3.51,1.59,30.31,1.30,436.00,,863.53,37.04
1-RNS-57A-RN,2493.00,1.45,0.44,5.69,0.89,440.00,,392.41,61.38
1-RNS-57A-RN,2529.00,0.75,,,,,,,
1-RNS-57A-RN,2547.00,0.87,,,,,,,
1-RNS-57A-RN,2565.00,1.49,0.69,10.05,1.03,442.00,,674.50,69.13
1-RNS-57A-RN,2673.00,1.76,1.43,4.97,0.89,437.00,,282.39,50.57
1-RNS-57A-RN,2835.00,0.75,,,,,,,
1-RNS-57A-RN,2853.00,1.43,1.37,4.12,1.34,436.00,,288.11,93.71
1-RNS-57A-RN,2907.00,0.51,,,,,,,
1-RNS-57A-RN,2925.00,0.91,0.96,1.85,0.88,437.00,,203.30,96.70
1-RNS-57A-RN,2943.00,3.27,0.72,16.96,0.97,438.00,,518.65,29.66
1-RNS-57A-RN,2997.00,2.77,0.78,9.66,1.14,439.00,,348.74,41.16
1-RNS-57A-RN,3033.00,1.30,1.46,3.02,1.06,438.00,,232.31,81.54
1-RNS-57A-RN,3087.00,0.94,1.10,1.56,0.95,440.00,,165.96,101.06
1-RNS-57A-RN,3105.00,1.10,1.25,2.80,0.99,438.00,,254.55,90.00
1-RNS-57A-RN,3123.00,1.19,0.97,2.58,1.12,435.00,,216.81,94.12
1-RNS-57A-RN,3141.00,1.33,1.37,2.88,1.53,436.00,,216.54,115.04
1-RNS-57A-RN,3159.00,0.98,0.81,1.79,1.21,436.00,,182.65,123.47
1-RNS-57A-RN,3177.00,0.89,,,,,,,
1-RNS-57A-RN,3195.00,1.81,1.81,3.60,1.52,438.00,,198.90,83.98
1-RNS-57A-RN,3285.00,1.36,0.55,2.21,0.95,442.00,,162.50,69.85
1-RNS-57A-RN,3303.00,1.20,1.33,1.19,1.40,437.00,,99.17,116.67
1-RNS-57A-RN,3357.00,1.75,0.59,3.18,1.40,443.00,,181.71,80.00
1-RNS-64-RN,1789.00,0.45,,,,,,,
1-RNS-64-RN,1807.00,0.41,,,,,,,
1-RNS-64-RN,1825.00,0.50,,,,,,,
1-RNS-64-RN,1861.00,0.38,,,,,,,
1-RNS-64-RN,1879.00,0.38,,,,,,,
1-RNS-64-RN,1897.00,0.36,,,,,,,
1-RNS-64-RN,1915.00,0.32,,,,,,,
1-RNS-64-RN,1933.00,0.41,,,,,,,
1-RNS-64-RN,1951.00,0.41,,,,,,,
1-RNS-64-RN,1969.00,0.36,,,,,,,
1-RNS-64-RN,1987.00,0.35,,,,,,,
1-RNS-64-RN,2005.00,0.39,,,,,,,
1-RNS-64-RN,2023.00,0.41,,,,,,,
1-RNS-64-RN,2041.00,0.37,,,,,,,
1-RNS-64-RN,2059.00,0.42,,,,,,,
1-RNS-64-RN,2077.00,0.46,,,,,,,
1-RNS-64-RN,2095.00,0.91,1.11,1.64,1.66,438.00,,180.22,182.42
1-RNS-64-RN,2113.00,0.54,,,,,,,
1-RNS-64-RN,2131.00,0.79,,,,,,,
1-RNS-64-RN,2149.00,0.47,,,,,,,
1-RNS-64-RN,2167.00,0.49,,,,,,,
1-RNS-64-RN,2203.00,0.46,,,,,,,
1-RNS-64-RN,2221.00,0.54,,,,,,,
1-RNS-64-RN,2239.00,0.52,,,,,,,
1-RNS-64-RN,2257.00,0.50,,,,,,,
1-RNS-64-RN,2275.00,0.45,,,,,,,
1-RNS-64-RN,2293.00,0.49,,,,,,,
1-RNS-64-RN,2311.00,0.46,,,,,,,
1-RNS-64-RN,2329.00,0.43,,,,,,,
1-RNS-64-RN,2347.00,0.49,,,,,,,
1-RNS-64-RN,2365.00,0.48,,,,,,,
1-RNS-64-RN,2383.00,0.48,,,,,,,
1-RNS-64-RN,2401.00,0.49,,,,,,,
1-RNS-64-RN,2419.00,0.52,,,,,,,
1-RNS-64-RN,2437.00,0.65,,,,,,,
1-RNS-64-RN,2455.00,0.68,,,,,,,
1-RNS-64-RN,2473.00,0.70,,,,,,,
1-RNS-64-RN,2491.00,0.73,,,,,,,
1-RNS-64-RN,2509.00,0.86,,,,,,,
1-RNS-64-RN,2527.00,0.83,,,,,,,
1-RNS-64-RN,2545.00,0.87,,,,,,,
1-RNS-64-RN,2563.00,0.62,,,,,,,
1-RNS-64-RN,2581.00,0.63,,,,,,,
1-RNS-64-RN,2599.00,0.73,,,,,,,
1-RNS-64-RN,2617.00,0.79,,,,,,,
1-RNS-64-RN,2635.00,0.77,,,,,,,
1-RNS-64-RN,2653.00,0.96,0.13,0.50,0.50,450.00,,52.08,52.08
1-RNS-64-RN,2671.00,1.05,0.12,0.49,0.38,450.00,,46.67,36.19
1-RNS-64-RN,2689.00,1.11,0.16,0.59,0.59,452.00,,53.15,53.15
1-RNS-64-RN,2707.00,1.03,0.17,0.66,0.75,445.00,,64.08,72.82
1-RNS-64-RN,2725.00,0.91,0.19,0.44,0.57,452.00,,48.35,62.64
1-RNS-64-RN,2743.00,1.12,0.23,0.65,0.36,454.00,,58.04,32.14
1-RNS-64-RN,2761.00,0.58,,,,,,,
1-RNS-64-RN,2767.00,0.63,,,,,,,
1-RNS-64-RN,2779.00,0.78,,,,,,,
1-RNS-64-RN,2797.00,0.76,,,,,,,
1-RNS-64-RN,2815.00,1.15,0.26,1.02,0.69,446.00,,88.70,60.00
1-RNS-64-RN,2833.00,1.24,0.27,0.68,0.64,453.00,,54.84,51.61
1-RNS-64-RN,2851.00,1.58,0.28,0.85,0.70,454.00,,53.80,44.30
1-RNS-64-RN,2869.00,1.12,0.24,0.53,0.65,447.00,,47.32,58.04
1-RNS-64-RN,2887.00,1.11,0.20,0.37,0.60,443.00,,33.33,54.05
1-RNS-64-RN,2905.00,1.32,0.31,0.38,0.32,444.00,,28.79,24.24
1-RNS-58-RN,1225.00,0.46,,,,,,,
1-RNS-58-RN,1243.00,0.37,,,,,,,
1-RNS-58-RN,1261.00,0.34,,,,,,,
1-RNS-58-RN,1279.00,0.32,,,,,,,
1-RNS-58-RN,1297.00,0.24,,,,,,,
1-RNS-58-RN,1315.00,0.20,,,,,,,
1-RNS-58-RN,1333.00,0.32,,,,,,,
1-RNS-58-RN,1369.00,0.24,,,,,,,
1-RNS-58-RN,1387.00,0.28,,,,,,,
1-RNS-58-RN,1405.00,0.26,,,,,,,
1-RNS-58-RN,1423.00,0.16,,,,,,,
1-RNS-58-RN,1441.00,0.20,,,,,,,
1-RNS-58-RN,1459.00,0.16,,,,,,,
1-RNS-58-RN,1477.00,0.22,,,,,,,
1-RNS-58-RN,1495.00,0.21,,,,,,,
1-RNS-58-RN,1513.00,0.20,,,,,,,
1-RNS-58-RN,1531.00,0.21,,,,,,,
1-RNS-58-RN,1549.00,0.24,,,,,,,
1-RNS-58-RN,1621.00,0.29,,,,,,,
1-RNS-58-RN,1639.00,0.29,,,,,,,
1-RNS-58-RN,1657.00,0.31,,,,,,,
1-RNS-58-RN,1675.00,0.20,,,,,,,
1-RNS-58-RN,1945.00,0.15,,,,,,,
1-RNS-58-RN,1963.00,0.18,,,,,,,
1-RNS-58-RN,1981.00,0.19,,,,,,,
1-RNS-58-RN,1999.00,0.38,,,,,,,
1-RNS-58-RN,2017.00,0.40,,,,,,,
1-RNS-58-RN,2035.00,0.14,,,,,,,
1-RNS-58-RN,2179.00,0.48,,,,,,,
1-RNS-58-RN,2341.00,0.61,,,,,,,
1-RNS-58-RN,2359.00,0.37,,,,,,,
1-RNS-58-RN,2377.00,1.15,1.15,2.47,1.23,434.00,,214.78,106.96
1-RNS-58-RN,2539.00,1.47,0.53,4.60,0.52,435.00,,312.93,35.37
1-RNS-63-RN,2017.00,0.80,0.10,0.94,0.88,431.00,,117.50,110.00
1-RNS-63-RN,2053.00,1.45,0.05,1.63,1.11,431.00,,112.41,76.55
1-RNS-63-RN,2143.00,2.03,0.10,6.49,0.74,438.00,,319.70,36.45
